"task_id","prompt","code_0","code_1","code_2","code_3","pass_rate_0","pass_rate_1","pass_rate_2","pass_rate_3","err_0","err_1","err_2","err_3"
"HumanEval/42","

def incr_list(l: list):
    """"""Return list with elements incremented by 1.
    >>> incr_list([1, 2, 3])
    [2, 3, 4]
    >>> incr_list([5, 3, 5, 2, 3, 3, 9, 0, 123])
    [6, 4, 6, 3, 4, 4, 10, 1, 124]
    """"""
","
from typing import List

def incr_list(l: List[int]) -> List[int]:
    return [x + 1 for x in l]
","
from typing import List

def incr_list(l: List[int]) -> List[int]:
    return [elem + 1 for elem in l]
","
from typing import List

def incr_list(l: List[int]) -> List[int]:
    return [x+1 for x in l]
","
from typing import List

def incr_list(l: List[int]) -> List[int]:
    """"""Return list with elements incremented by 1.
    >>> incr_list([1, 2, 3])
    [2, 3, 4]
    >>> incr_list([5, 3, 5, 2, 3, 3, 9, 0, 123])
    [6, 4, 6, 3, 4, 4, 10, 1, 124]
    """"""
    return [x + 1 for x in l]
  ","100.0","100.0","100.0","100.0","","","",""
"HumanEval/43","

def pairs_sum_to_zero(l):
    """"""
    pairs_sum_to_zero takes a list of integers as an input.
    it returns True if there are two distinct elements in the list that
    sum to zero, and False otherwise.
    >>> pairs_sum_to_zero([1, 3, 5, 0])
    False
    >>> pairs_sum_to_zero([1, 3, -2, 1])
    False
    >>> pairs_sum_to_zero([1, 2, 3, 7])
    False
    >>> pairs_sum_to_zero([2, 4, -5, 3, 5, 7])
    True
    >>> pairs_sum_to_zero([1])
    False
    """"""
","
from itertools import combinations

def pairs_sum_to_zero(l):
    """"""
    pairs_sum_to_zero takes a list of integers as an input.
    it returns True if there are two distinct elements in the list that
    sum to zero, and False otherwise.
    >>> pairs_sum_to_zero([1, 3, 5, 0])
    False
    >>> pairs_sum_to_zero([1, 3, -2, 1])
    False
    >>> pairs_sum_to_zero([1, 2, 3, 7])
    False
    >>> pairs_sum_to_zero([2, 4, -5, 3, 5, 7])
    True
    >>> pairs_sum_to_zero([1])
    False
    """"""
    for pair in combinations(l, 2):
        if sum(pair) == 0:
            return True
    return False
","
from itertools import combinations

def pairs_sum_to_zero(l):
    """"""
    pairs_sum_to_zero takes a list of integers as an input.
    it returns True if there are two distinct elements in the list that
    sum to zero, and False otherwise.
    >>> pairs_sum_to_zero([1, 3, 5, 0])
    False
    >>> pairs_sum_to_zero([1, 3, -2, 1])
    False
    >>> pairs_sum_to_zero([1, 2, 3, 7])
    False
    >>> pairs_sum_to_zero([2, 4, -5, 3, 5, 7])
    True
    >>> pairs_sum_to_zero([1])
    False
    """"""
    if len(l) < 2:
        return False
    for pair in combinations(l, 2):
        if sum(pair) == 0:
            return True
    return False
","
from typing import List

def pairs_sum_to_zero(l: List[int]) -> bool:
    for i in range(len(l)):
        for j in range(i+1, len(l)):
            if l[i] + l[j] == 0:
                return True
    return False
","
from itertools import combinations

def pairs_sum_to_zero(l):
    """"""
    pairs_sum_to_zero takes a list of integers as an input.
    it returns True if there are two distinct elements in the list that
    sum to zero, and False otherwise.
    >>> pairs_sum_to_zero([1, 3, 5, 0])
    False
    >>> pairs_sum_to_zero([1, 3, -2, 1])
    False
    >>> pairs_sum_to_zero([1, 2, 3, 7])
    False
    >>> pairs_sum_to_zero([2, 4, -5, 3, 5, 7])
    True
    >>> pairs_sum_to_zero([1])
    False
    """"""
    for pair in combinations(l, 2):
        if sum(pair) == 0:
            return True
    return False
","100.0","100.0","100.0","100.0","","","",""
"HumanEval/44","

def change_base(x: int, base: int):
    """"""Change numerical base of input number x to base.
    return string representation after the conversion.
    base numbers are less than 10.
    >>> change_base(8, 3)
    '22'
    >>> change_base(8, 2)
    '1000'
    >>> change_base(7, 2)
    '111'
    """"""
","
def change_base(x: int, base: int):
    """"""Change numerical base of input number x to base.
    return string representation after the conversion.
    base numbers are less than 10.
    >>> change_base(8, 3)
    '22'
    >>> change_base(8, 2)
    '1000'
    >>> change_base(7, 2)
    '111'
    """"""
    if x < 0 or base < 2 or base > 9:
        return ""Invalid input""
    
    result = """"
    while x > 0:
        remainder = x % base
        result = str(remainder) + result
        x = x // base
    
    return result
","
def change_base(x: int, base: int):
    """"""Change numerical base of input number x to base.
    return string representation after the conversion.
    base numbers are less than 10.
    >>> change_base(8, 3)
    '22'
    >>> change_base(8, 2)
    '1000'
    >>> change_base(7, 2)
    '111'
    """"""
    if x < 0 or base < 2 or base > 9:
        raise ValueError(""Invalid input. x should be a non-negative integer and base should be between 2 and 9."")
    
    result = """"
    while x > 0:
        result = str(x % base) + result
        x //= base
        
    return result
","
def change_base(x: int, base: int):
    """"""Change numerical base of input number x to base.
    return string representation after the conversion.
    base numbers are less than 10.
    >>> change_base(8, 3)
    '22'
    >>> change_base(8, 2)
    '1000'
    >>> change_base(7, 2)
    '111'
    """"""
    if x < base:
        return str(x)
    else:
        return change_base(x//base, base) + str(x % base)
","
def change_base(x: int, base: int):
    """"""Change numerical base of input number x to base.
    return string representation after the conversion.
    base numbers are less than 10.
    >>> change_base(8, 3)
    '22'
    >>> change_base(8, 2)
    '1000'
    >>> change_base(7, 2)
    '111'
    """"""
    if x < 0 or base < 2:
        return ''
    output = ''
    while x > 0:
        remainder = x % base
        output = str(remainder) + output
        x //= base
    return output

","100.0","100.0","100.0","100.0","","","",""
"HumanEval/45","

def triangle_area(a, h):
    """"""Given length of a side and high return area for a triangle.
    >>> triangle_area(5, 3)
    7.5
    """"""
","
from typing import Union

def triangle_area(a: Union[int, float], h: Union[int, float]) -> Union[int, float]:
    return 0.5 * a * h
","
import math

def triangle_area(a, h):
    """"""Given length of a side and high return area for a triangle.
    >>> triangle_area(5, 3)
    7.5
    """"""
    return 0.5 * a * h
","
def triangle_area(a, h):
    """"""
    Calculates the area of a triangle given the length of a side 'a' and the height 'h'.
    
    Parameters:
    a (float): Length of a side of the triangle
    h (float): Height of the triangle
    
    Returns:
    float: Area of the triangle
    
    Examples:
    >>> triangle_area(5, 3)
    7.5
    """"""
    return 0.5 * a * h
","
def triangle_area(a, h):
    """"""Given length of a side and high return area for a triangle.
    >>> triangle_area(5, 3)
    7.5
    """"""
    return 0.5 * a * h
","100.0","100.0","100.0","100.0","","","",""
"HumanEval/46","

def fib4(n: int):
    """"""The Fib4 number sequence is a sequence similar to the Fibbonacci sequnece that's defined as follows:
    fib4(0) -> 0
    fib4(1) -> 0
    fib4(2) -> 2
    fib4(3) -> 0
    fib4(n) -> fib4(n-1) + fib4(n-2) + fib4(n-3) + fib4(n-4).
    Please write a function to efficiently compute the n-th element of the fib4 number sequence.  Do not use recursion.
    >>> fib4(5)
    4
    >>> fib4(6)
    8
    >>> fib4(7)
    14
    """"""
","
def fib4(n: int):
    if n == 0:
        return 0
    elif n == 1:
        return 0
    elif n == 2:
        return 2
    elif n == 3:
        return 0
    
    a, b, c, d = 0, 0, 2, 0
    for i in range(4, n+1):
        a, b, c, d = b, c, d, a + b + c + d
    
    return d
","
def fib4(n: int):
    if n <= 3:
        return [0, 0, 2, 0][n]
    a, b, c, d = 0, 0, 2, 0
    for _ in range(n - 3):
        a, b, c, d = b, c, d, a + b + c + d
    return d
","
from functools import lru_cache

def fib4(n: int) -> int:
    @lru_cache
    def helper(n):
        if n < 2:
            return 0
        return sum(helper(i) for i in range(n-1, n-5, -1))

    return helper(n)
","
def fib4(n: int):
    a = [0, 0, 2, 0]
    
    for i in range(4, n + 1):
        fib_sum = sum(a)
        a[0], a[1], a[2], a[3] = a[1], a[2], a[3], fib_sum
        
    return a[3]
","100.0","100.0","0.0","100.0","","","",""
"HumanEval/47","

def median(l: list):
    """"""Return median of elements in the list l.
    >>> median([3, 1, 2, 4, 5])
    3
    >>> median([-10, 4, 6, 1000, 10, 20])
    15.0
    """"""
","
from statistics import median

def median(l: list):
    return median(l)
","
import statistics

def median(l: list):
    return statistics.median(l)
","
from statistics import median

def median(l: list):
    return median(l)
","
from statistics import median

def median(l: list):
    return median(l)
","0.0","100.0","0.0","0.0","","","",""
"HumanEval/48","

def is_palindrome(text: str):
    """"""
    Checks if given string is a palindrome
    >>> is_palindrome('')
    True
    >>> is_palindrome('aba')
    True
    >>> is_palindrome('aaaaa')
    True
    >>> is_palindrome('zbcd')
    False
    """"""
","
from typing import List

def is_palindrome(text: str) -> bool:
    return text == text[::-1]
","
from collections import deque

def is_palindrome(text: str):
    """"""
    Checks if given string is a palindrome
    >>> is_palindrome('')
    True
    >>> is_palindrome('aba')
    True
    >>> is_palindrome('aaaaa')
    True
    >>> is_palindrome('zbcd')
    False
    """"""
    text = text.lower().replace(' ', '')
    char_deque = deque(text)
    while len(char_deque) > 1:
        if char_deque.popleft() != char_deque.pop():
            return False
    return True
","
from typing import List

def is_palindrome(text: str) -> bool:
    """"""
    Checks if given string is a palindrome.
    
    >>> is_palindrome('')
    True
    >>> is_palindrome('aba')
    True
    >>> is_palindrome('aaaaa')
    True
    >>> is_palindrome('zbcd')
    False
    """"""
    cleaned_text = ''.join(char.lower() for char in text if char.isalnum())
    return cleaned_text == cleaned_text[::-1]
  ","
from typing import List

def is_palindrome(text: str) -> bool:
    return text == text[::-1]
","100.0","100.0","100.0","100.0","","","",""
"HumanEval/49","

def modp(n: int, p: int):
    """"""Return 2^n modulo p (be aware of numerics).
    >>> modp(3, 5)
    3
    >>> modp(1101, 101)
    2
    >>> modp(0, 101)
    1
    >>> modp(3, 11)
    8
    >>> modp(100, 101)
    1
    """"""
","
from typing import Tuple

def modp(n: int, p: int) -> int:
    """"""Return 2^n modulo p (be aware of numerics).
    >>> modp(3, 5)
    3
    >>> modp(1101, 101)
    2
    >>> modp(0, 101)
    1
    >>> modp(3, 11)
    8
    >>> modp(100, 101)
    1
    """"""
    if n == 0:
        return 1
    result = 1
    base = 2 % p
    while n > 0:
        if n % 2 == 1:
            result = (result * base) % p
        n //= 2
        base = (base * base) % p
    return result
","
from typing import List

def modp(n: int, p: int) -> int:
    """"""Return 2^n modulo p (be aware of numerics).
    >>> modp(3, 5)
    3
    >>> modp(1101, 101)
    2
    >>> modp(0, 101)
    1
    >>> modp(3, 11)
    8
    >>> modp(100, 101)
    1
    """"""
    def mod_exp(base: int, exp: int, mod: int) -> int:
        if exp == 0:
            return 1
        res = 1
        base %= mod
        while exp > 0:
            if exp % 2 == 1:
                res = (res * base) % mod
            exp //= 2
            base = (base * base) % mod
        return res

    return mod_exp(2, n, p)
","
import math

def modp(n: int, p: int):
    return (2 ** n) % p
","
import sys

def modp(n: int, p: int):
    return pow(2, n, p)

","100.0","100.0","100.0","100.0","","","",""
"HumanEval/50","

def encode_shift(s: str):
    """"""
    returns encoded string by shifting every character by 5 in the alphabet.
    """"""
    return """".join([chr(((ord(ch) + 5 - ord(""a"")) % 26) + ord(""a"")) for ch in s])


def decode_shift(s: str):
    """"""
    takes as input string encoded with encode_shift function. Returns decoded string.
    """"""
","
def encode_shift(s: str):
    return """".join([chr(((ord(ch) + 5 - ord(""a"")) % 26) + ord(""a"") if ch.isalpha() else ch for ch in s])

def decode_shift(s: str):
    return """".join([chr(((ord(ch) - 5 - ord(""a"")) % 26) + ord(""a"") if ch.isalpha() else ch for ch in s])
","
def encode_shift(s: str):
    """"""
    returns encoded string by shifting every character by 5 in the alphabet.
    """"""
    return """".join([chr(((ord(ch) + 5 - ord(""a"")) % 26) + ord(""a"")) for ch in s])


def decode_shift(s: str):
    """"""
    takes as input string encoded with encode_shift function. Returns decoded string.
    """"""
    return """".join([chr(((ord(ch) - 5 - ord(""a"")) % 26) + ord(""a"")) for ch in s])
","
def encode_shift(s: str):
    return """".join([chr(((ord(ch) + 5 - ord(""a"")) % 26) + ord(""a"") if ch.islower() else ((ord(ch) + 5 - ord(""A"")) % 26) + ord(""A"") if ch.isupper() else ch for ch in s])


def decode_shift(s: str):
    return """".join([chr(((ord(ch) - 5 - ord(""a"")) % 26) + ord(""a"") if ch.islower() else ((ord(ch) - 5 - ord(""A"")) % 26) + ord(""A"") if ch.isupper() else ch for ch in s])
","
def encode_shift(s: str):
    """"""
    returns encoded string by shifting every character by 5 in the alphabet.
    """"""
    return """".join([chr(((ord(ch) + 5 - ord(""a"")) % 26) + ord(""a"")) for ch in s])

def decode_shift(s: str):
    """"""
    takes as input string encoded with encode_shift function. Returns decoded string.
    """"""
    return """".join([chr(((ord(ch) - 5 - ord(""a"")) % 26) + ord(""a"")) for ch in s])
","0","100.0","0","100.0","  File ""<string>"", line 3
    return """".join([chr(((ord(ch) + 5 - ord(""a"")) % 26) + ord(""a"") if ch.isalpha() else ch for ch in s])
                                                                                                      ^
SyntaxError: closing parenthesis ']' does not match opening parenthesis '('
","","  File ""<string>"", line 3
    return """".join([chr(((ord(ch) + 5 - ord(""a"")) % 26) + ord(""a"") if ch.islower() else ((ord(ch) + 5 - ord(""A"")) % 26) + ord(""A"") if ch.isupper() else ch for ch in s])
                                                                                                                                                                      ^
SyntaxError: closing parenthesis ']' does not match opening parenthesis '('
",""
"HumanEval/51","

def remove_vowels(text):
    """"""
    remove_vowels is a function that takes string and returns string without vowels.
    >>> remove_vowels('')
    ''
    >>> remove_vowels(""abcdef\nghijklm"")
    'bcdf\nghjklm'
    >>> remove_vowels('abcdef')
    'bcdf'
    >>> remove_vowels('aaaaa')
    ''
    >>> remove_vowels('aaBAA')
    'B'
    >>> remove_vowels('zbcd')
    'zbcd'
    """"""
","
def remove_vowels(text):
    return ''.join([char for char in text if char.lower() not in 'aeiou'])

import doctest
doctest.testmod()
","
import re

def remove_vowels(text):
    return re.sub(r'[aeiouAEIOU]', '', text)
","
import re

def remove_vowels(text):
    return re.sub(r'[aeiouAEIOU]', '', text)
","
def remove_vowels(text):
    vowels = ""AEIOUaeiou""
    return """".join(char for char in text if char not in vowels)
","100.0","100.0","100.0","100.0","","","",""
"HumanEval/52","

def below_threshold(l: list, t: int):
    """"""Return True if all numbers in the list l are below threshold t.
    >>> below_threshold([1, 2, 4, 10], 100)
    True
    >>> below_threshold([1, 20, 4, 10], 5)
    False
    """"""
","
from typing import List

def below_threshold(l: List[int], t: int) -> bool:
    return all(num < t for num in l)
","
from typing import List

def below_threshold(l: List[int], t: int) -> bool:
    """"""Return True if all numbers in the list l are below threshold t.""""""
    return all(num < t for num in l)
","
from typing import List

def below_threshold(l: List[int], t: int) -> bool:
    """"""Return True if all numbers in the list l are below threshold t.""""""
    return all(num < t for num in l)
","
from typing import List

def below_threshold(l: List[int], t: int) -> bool:
    """"""Return True if all numbers in the list l are below threshold t.""""""
    return all(num < t for num in l)
","100.0","100.0","100.0","100.0","","","",""
"HumanEval/53","

def add(x: int, y: int):
    """"""Add two numbers x and y
    >>> add(2, 3)
    5
    >>> add(5, 7)
    12
    """"""
","
from typing import List

def add(x: int, y: int) -> int:
    """"""Add two numbers x and y
    >>> add(2, 3)
    5
    >>> add(5, 7)
    12
    """"""
    return x + y
","
from typing import Union

def add(x: int, y: int) -> Union[int, float]:
    return x + y
","
from typing import Optional

def add(x: int, y: int) -> int:
    """"""
    Add two numbers x and y
    >>> add(2, 3)
    5
    >>> add(5, 7)
    12
    """"""
    
    return x + y
  ","
from typing import List

def add(x: int, y: int) -> int:
    """"""
    Add two numbers x and y
    >>> add(2, 3)
    5
    >>> add(5, 7)
    12
    """"""
    
    return x + y
","100.0","100.0","100.0","100.0","","","",""
"HumanEval/54","

def same_chars(s0: str, s1: str):
    """"""
    Check if two words have the same characters.
    >>> same_chars('eabcdzzzz', 'dddzzzzzzzddeddabc')
    True
    >>> same_chars('abcd', 'dddddddabc')
    True
    >>> same_chars('dddddddabc', 'abcd')
    True
    >>> same_chars('eabcd', 'dddddddabc')
    False
    >>> same_chars('abcd', 'dddddddabce')
    False
    >>> same_chars('eabcdzzzz', 'dddzzzzzzzddddabc')
    False
    """"""
","
from collections import Counter

def same_chars(s0: str, s1: str):
    return Counter(s0) == Counter(s1)
","
from collections import Counter

def same_chars(s0: str, s1: str):
    return Counter(s0) == Counter(s1)
","
from collections import Counter

def same_chars(s0: str, s1: str) -> bool:
    return Counter(s0) == Counter(s1)
","
from collections import Counter

def same_chars(s0: str, s1: str) -> bool:
    return Counter(s0) == Counter(s1)
","57.14285714285714","57.14285714285714","57.14285714285714","57.14285714285714","","","",""
"HumanEval/55","

def fib(n: int):
    """"""Return n-th Fibonacci number.
    >>> fib(10)
    55
    >>> fib(1)
    1
    >>> fib(8)
    21
    """"""
","
from functools import lru_cache

@lru_cache(maxsize=None)
def fib(n: int) -> int:
    return n if n <= 1 else fib(n-1) + fib(n-2)
","
from functools import lru_cache

@lru_cache(maxsize=None)
def fib(n: int) -> int:
    if n < 2:
        return n
    return fib(n-1) + fib(n-2)
","
import sys

def fib(n: int):
    return n if n <= 1 else fib(n - 1) + fib(n - 2)
","
from functools import lru_cache

@lru_cache
def fib(n: int) -> int:
    return n if n <= 1 else fib(n-1) + fib(n-2)
","100.0","100.0","100.0","100.0","","","",""
"HumanEval/56","

def correct_bracketing(brackets: str):
    """""" brackets is a string of ""<"" and "">"".
    return True if every opening bracket has a corresponding closing bracket.

    >>> correct_bracketing(""<"")
    False
    >>> correct_bracketing(""<>"")
    True
    >>> correct_bracketing(""<<><>>"")
    True
    >>> correct_bracketing(""><<>"")
    False
    """"""
","
def correct_bracketing(brackets: str):
    stack = []
    for bracket in brackets:
        if bracket == ""<"":
            stack.append(bracket)
        elif bracket == "">"":
            if not stack:
                return False
            stack.pop()
    return not stack
","
from collections import deque

def correct_bracketing(brackets: str):
    stk = deque()
    for bracket in brackets:
        if bracket == ""<"":
            stk.append(bracket)
        elif bracket == "">"":
            if not stk:
                return False
            stk.pop()
    
    return len(stk) == 0
","
from collections import deque

def correct_bracketing(brackets: str):
    stack = deque()
    for bracket in brackets:
        if bracket == ""<"":
            stack.append(bracket)
        elif bracket == "">"":
            if not stack:
                return False
            stack.pop()
    return not stack

","
def correct_bracketing(brackets: str):
    opened = 0
    for bracket in brackets:
        if bracket == '<':
            opened += 1
        elif bracket == '>':
            opened -= 1
            if opened < 0:
                return False
    return opened == 0
","100.0","100.0","100.0","100.0","","","",""
"HumanEval/57","

def monotonic(l: list):
    """"""Return True is list elements are monotonically increasing or decreasing.
    >>> monotonic([1, 2, 4, 20])
    True
    >>> monotonic([1, 20, 4, 10])
    False
    >>> monotonic([4, 1, 0, -10])
    True
    """"""
","
from typing import List

def monotonic(l: List[int]) -> bool:
    return all(l[i] <= l[i + 1] for i in range(len(l) - 1)) or all(l[i] >= l[i + 1] for i in range(len(l) - 1))
","
from typing import List

def monotonic(l: List[int]) -> bool:
    """"""Return True is list elements are monotonically increasing or decreasing.
    >>> monotonic([1, 2, 4, 20])
    True
    >>> monotonic([1, 20, 4, 10])
    False
    >>> monotonic([4, 1, 0, -10])
    True
    """"""
    increasing = all(l[i] <= l[i + 1] for i in range(len(l) - 1))
    decreasing = all(l[i] >= l[i + 1] for i in range(len(l) - 1))
    return increasing or decreasing
","
from typing import List

def monotonic(l: List[int]) -> bool:
    """"""Return True is list elements are monotonically increasing or decreasing.
    >>> monotonic([1, 2, 4, 20])
    True
    >>> monotonic([1, 20, 4, 10])
    False
    >>> monotonic([4, 1, 0, -10])
    True
    """"""
    
    return all(l[i] <= l[i+1] for i in range(len(l)-1)) or all(l[i] >= l[i+1] for i in range(len(l)-1))
","
from typing import List

def monotonic(l: List[int]) -> bool:
    """"""Return True is list elements are monotonically increasing or decreasing.
    >>> monotonic([1, 2, 4, 20])
    True
    >>> monotonic([1, 20, 4, 10])
    False
    >>> monotonic([4, 1, 0, -10])
    True
    """"""
    return all(l[i] <= l[i + 1] for i in range(len(l) - 1)) or all(l[i] >= l[i + 1] for i in range(len(l) - 1))
","100.0","100.0","100.0","100.0","","","",""
"HumanEval/58","

def common(l1: list, l2: list):
    """"""Return sorted unique common elements for two lists.
    >>> common([1, 4, 3, 34, 653, 2, 5], [5, 7, 1, 5, 9, 653, 121])
    [1, 5, 653]
    >>> common([5, 3, 2, 8], [3, 2])
    [2, 3]

    """"""
","
from typing import List

def common(l1: List[int], l2: List[int]) -> List[int]:
    return sorted(list(set(l1) & set(l2)))
","
from typing import List

def common(l1: List[int], l2: List[int]) -> List[int]:
    return sorted(list(set(l1) & set(l2)))
","
from typing import List

def common(l1: List[int], l2: List[int]) -> List[int]:
    """"""Return sorted unique common elements for two lists.""""""
    return sorted(set(l1) & set(l2))
","
from typing import List

def common(l1: List[int], l2: List[int]) -> List[int]:
    """"""Return sorted unique common elements for two lists.""""""
    return sorted(list(set(l1).intersection(l2)))
","100.0","100.0","100.0","100.0","","","",""
"HumanEval/59","

def largest_prime_factor(n: int):
    """"""Return the largest prime factor of n. Assume n > 1 and is not a prime.
    >>> largest_prime_factor(13195)
    29
    >>> largest_prime_factor(2048)
    2
    """"""
","
import math

def largest_prime_factor(n: int):
    """"""Return the largest prime factor of n. Assume n > 1 and is not a prime.
    >>> largest_prime_factor(13195)
    29
    >>> largest_prime_factor(2048)
    2
    """"""
    def is_prime(num):
        if num < 2:
            return False
        for i in range(2, int(math.sqrt(num)) + 1):
            if num % i == 0:
                return False
        return True

    for i in range(int(math.sqrt(n)), 1, -1):
        if n % i == 0 and is_prime(i):
            return i
","
import math

def largest_prime_factor(n: int):
    """"""Return the largest prime factor of n. Assume n > 1 and is not a prime.
    >>> largest_prime_factor(13195)
    29
    >>> largest_prime_factor(2048)
    2
    """"""
    def is_prime(num):
        if num < 2:
            return False
        for i in range(2, int(math.sqrt(num)) + 1):
            if num % i == 0:
                return False
        return True
    
    for i in range(int(math.sqrt(n)), 1, -1):
        if n % i == 0 and is_prime(i):
            return i
","
import math

def largest_prime_factor(n: int):
    """"""Return the largest prime factor of n. Assume n > 1 and is not a prime.
    >>> largest_prime_factor(13195)
    29
    >>> largest_prime_factor(2048)
    2
    """"""
    def is_prime(num):
        if num < 2:
            return False
        for i in range(2, int(math.sqrt(num)) + 1):
            if num % i == 0:
                return False
        return True

    def get_factors(num):
        factors = []
        for i in range(1, int(math.sqrt(num)) + 1):
            if num % i == 0:
                factors.append(i)
                if i != num // i:
                    factors.append(num // i)
        return factors

    factors = get_factors(n)
    factors.sort(reverse=True)
    for factor in factors:
        if is_prime(factor):
            return factor

","
import math

def largest_prime_factor(n: int):
    def is_prime(num):
        for i in range(2, int(math.sqrt(num)) + 1):
            if num % i == 0:
                return False
        return True

    i = 2
    while i <= n:
        if n % i == 0 and is_prime(n // i):
            return n // i
        i += 1
","80.0","80.0","100.0","100.0","","","",""
"HumanEval/60","

def sum_to_n(n: int):
    """"""sum_to_n is a function that sums numbers from 1 to n.
    >>> sum_to_n(30)
    465
    >>> sum_to_n(100)
    5050
    >>> sum_to_n(5)
    15
    >>> sum_to_n(10)
    55
    >>> sum_to_n(1)
    1
    """"""
","
def sum_to_n(n: int):
    return n * (n + 1) // 2
","
def sum_to_n(n: int):
    return n * (n + 1) // 2
","
def sum_to_n(n: int):
    return n * (n + 1) // 2
","
def sum_to_n(n: int):
    return n * (n + 1) // 2
","100.0","100.0","100.0","100.0","","","",""
"HumanEval/61","

def correct_bracketing(brackets: str):
    """""" brackets is a string of ""("" and "")"".
    return True if every opening bracket has a corresponding closing bracket.

    >>> correct_bracketing(""("")
    False
    >>> correct_bracketing(""()"")
    True
    >>> correct_bracketing(""(()())"")
    True
    >>> correct_bracketing("")(()"")
    False
    """"""
","
def correct_bracketing(brackets: str):
    stack = []
    for bracket in brackets:
        if bracket == ""("":
            stack.append(bracket)
        elif bracket == "")"":
            if not stack:
                return False
            stack.pop()
    return not stack
","
def correct_bracketing(brackets: str):
    stack = []
    for bracket in brackets:
        if bracket == '(':
            stack.append(bracket)
        elif bracket == ')':
            if not stack:
                return False
            stack.pop()
    return len(stack) == 0
","
def correct_bracketing(brackets: str):
    stack = []
    for bracket in brackets:
        if bracket == ""("":
            stack.append(bracket)
        elif bracket == "")"":
            if not stack:
                return False
            stack.pop()
    return not stack
","
def correct_bracketing(brackets: str):
    stack = []
    for bracket in brackets:
        if bracket == '(':
            stack.append(bracket)
        elif bracket == ')':
            if not stack or stack.pop() != '(':
                return False
    return len(stack) == 0
","100.0","100.0","100.0","100.0","","","",""
"HumanEval/62","

def derivative(xs: list):
    """""" xs represent coefficients of a polynomial.
    xs[0] + xs[1] * x + xs[2] * x^2 + ....
     Return derivative of this polynomial in the same form.
    >>> derivative([3, 1, 2, 4, 5])
    [1, 4, 12, 20]
    >>> derivative([1, 2, 3])
    [2, 6]
    """"""
","
from typing import List

def derivative(xs: List[int]) -> List[int]:
    return [xs[i] * i for i in range(1, len(xs))]
","
from typing import List

def derivative(xs: List[int]) -> List[int]:
    return [xs[i+1]*(i+1) for i in range(len(xs)-1)]
","
from typing import List

def derivative(xs: List[int]) -> List[int]:
    """""" xs represent coefficients of a polynomial.
    xs[0] + xs[1] * x + xs[2] * x^2 + ....
     Return derivative of this polynomial in the same form.
    >>> derivative([3, 1, 2, 4, 5])
    [1, 4, 12, 20]
    >>> derivative([1, 2, 3])
    [2, 6]
    """"""
    return [xs[i] * i for i in range(1, len(xs))]
  ","
from itertools import cycle

def derivative(xs: list):
    return [coefficient * power for coefficient, power in zip(xs[1:], cycle(range(1, len(xs)))) if power != 0]
","100.0","100.0","100.0","100.0","","","",""
"HumanEval/63","

def fibfib(n: int):
    """"""The FibFib number sequence is a sequence similar to the Fibbonacci sequnece that's defined as follows:
    fibfib(0) == 0
    fibfib(1) == 0
    fibfib(2) == 1
    fibfib(n) == fibfib(n-1) + fibfib(n-2) + fibfib(n-3).
    Please write a function to efficiently compute the n-th element of the fibfib number sequence.
    >>> fibfib(1)
    0
    >>> fibfib(5)
    4
    >>> fibfib(8)
    24
    """"""
","
from functools import lru_cache

@lru_cache(maxsize=None)
def fibfib(n: int) -> int:
    if n == 0:
        return 0
    elif n == 1:
        return 0
    elif n == 2:
        return 1
    else:
        return fibfib(n-1) + fibfib(n-2) + fibfib(n-3)
","
def fibfib(n: int):
    if n == 0 or n == 1:
        return 0
    elif n == 2:
        return 1
    else:
        a, b, c = 0, 0, 1
        for _ in range(3, n + 1):
            a, b, c = b, c, a + b + c
        return c
","
from functools import lru_cache

@lru_cache(maxsize=None)
def fibfib(n: int):
    if n == 0 or n == 1:
        return 0
    elif n == 2:
        return 1
    else:
        return fibfib(n-1) + fibfib(n-2) + fibfib(n-3)
","
from functools import lru_cache

@lru_cache(maxsize=None)
def fibfib(n: int) -> int:
    if n == 0 or n == 1:
        return 0
    elif n == 2:
        return 1
    return fibfib(n-1) + fibfib(n-2) + fibfib(n-3)
","100.0","100.0","100.0","100.0","","","",""
"HumanEval/64","
FIX = """"""
Add more test cases.
""""""

def vowels_count(s):
    """"""Write a function vowels_count which takes a string representing
    a word as input and returns the number of vowels in the string.
    Vowels in this case are 'a', 'e', 'i', 'o', 'u'. Here, 'y' is also a
    vowel, but only when it is at the end of the given word.

    Example:
    >>> vowels_count(""abcde"")
    2
    >>> vowels_count(""ACEDY"")
    3
    """"""
","
def vowels_count(s):
    vowels = set('aeiou')
    if s[-1].lower() == 'y':
        vowels.add('y')
    return sum(1 for char in s if char.lower() in vowels)
","
def vowels_count(s):
    vowels = 'aeiouAEIOU'
    if s[-1].lower() == 'y':
        return sum(1 for c in s[:-1] if c in vowels) + 1
    else:
        return sum(1 for c in s if c in vowels)
","
def vowels_count(s):
    vowels = set(['a', 'e', 'i', 'o', 'u'])
    if s[-1].lower() == 'y':
        vowels.add('y')
    
    return sum(1 for char in s.lower() if char in vowels)
","
def vowels_count(s):
    vowels = ['a', 'e', 'i', 'o', 'u']
    if s[-1].lower() == 'y':  # Check if last character is 'y' which is considered a vowel
        return sum(1 for char in s[:-1] if char.lower() in vowels) + 1
    else:
        return sum(1 for char in s if char.lower() in vowels)
","100.0","100.0","100.0","100.0","","","",""
