task_id,prompt,pass_rate_0,pass_rate_1,pass_rate_2,pass_rate_3,pass_rate_4,pass_rate_5,sequence_similarity,edit_distance_score,jaccard_similarity,cosine_similarity_score,sorensen_dice_coefficient,hamming_distance_score,UnifiedDiff,TreeDiff
HumanEval/18,"

def how_many_times(string: str, substring: str) -> int:
    """""" Find how many times a given substring can be found in the original string. Count overlaping cases.
    >>> how_many_times('', 'a')
    0
    >>> how_many_times('aaa', 'a')
    3
    >>> how_many_times('aaaa', 'aa')
    3
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.9105511160341446,0.7552447225308461,0.7272727272727273,0.8089198856729978,0.9874167758182499,0.6561253727852172,0.6190476190476192,0.636734693877551
HumanEval/19,"from typing import List


def sort_numbers(numbers: str) -> str:
    """""" Input is a space-delimited string of numberals from 'zero' to 'nine'.
    Valid choices are 'zero', 'one', 'two', 'three', 'four', 'five', 'six', 'seven', 'eight' and 'nine'.
    Return the string with numbers sorted from smallest to largest
    >>> sort_numbers('three one five')
    'one three five'
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.9244723663785214,0.781201033393286,0.862315514993481,0.6372072822029173,0.9984635810437027,0.3256504141528513,0.6326530612244898,0.7026239067055393
HumanEval/20,"from typing import List, Tuple


def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    """""" From a supplied list of numbers (of length at least two) select and return two that are the closest to each
    other and return them in order (smaller number, larger number).
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.2])
    (2.0, 2.2)
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.0])
    (2.0, 2.0)
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.9569282711174356,0.8603462056419893,0.9066996168529748,0.8425873926980332,0.9991503267973856,0.48594781857125974,0.5750000000000001,0.6390168970814132
HumanEval/21,"from typing import List


def rescale_to_unit(numbers: List[float]) -> List[float]:
    """""" Given list of numbers (of at least two elements), apply a linear transform to that list,
    such that the smallest number will become 0 and the largest will become 1
    >>> rescale_to_unit([1.0, 2.0, 3.0, 4.0, 5.0])
    [0.0, 0.25, 0.5, 0.75, 1.0]
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.9136431380836976,0.7370613289152043,0.7226822072930563,0.7859349219501988,0.9880446038596122,0.5552985807723223,0.699248120300752,0.7020408163265307
HumanEval/22,"from typing import List, Any


def filter_integers(values: List[Any]) -> List[int]:
    """""" Filter given list of any python values only for integers
    >>> filter_integers(['a', 3.14, 5])
    [5]
    >>> filter_integers([1, 2, 3, 'abc', {}, []])
    [1, 2, 3]
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.9326404060074946,0.8018292682926829,0.8372093023255814,0.8468186737429804,0.9857805686377116,0.7554878048780488,0.7142857142857143,0.7142857142857143
HumanEval/23,"

def strlen(string: str) -> int:
    """""" Return length of given string
    >>> strlen('')
    0
    >>> strlen('abc')
    3
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.9774703557312254,0.9264516129032259,0.9636363636363636,0.9798713341848415,0.9940199335548172,0.9135483870967743,0.7142857142857143,0.7142857142857143
HumanEval/24,"

def largest_divisor(n: int) -> int:
    """""" For a given number n, find the largest number that divides n evenly, smaller than n
    >>> largest_divisor(15)
    5
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.9653963694384361,0.8724558611805714,0.891855600539811,0.9062549838326996,0.9971749755620725,0.6356202167159204,0.7142857142857143,0.7142857142857143
HumanEval/25,"from typing import List


def factorize(n: int) -> List[int]:
    """""" Return list of prime factors of given integer in the order from smallest to largest.
    Each of the factors should be listed number of times corresponding to how many times it appeares in factorization.
    Input number should be equal to the product of all factors
    >>> factorize(8)
    [2, 2, 2]
    >>> factorize(25)
    [5, 5]
    >>> factorize(70)
    [2, 5, 7]
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.8971403430909666,0.7345115680999794,0.7401881720430108,0.7365817197829768,0.9940508709237674,0.5388264261541662,0.6457142857142857,0.6648351648351648
HumanEval/26,"from typing import List


def remove_duplicates(numbers: List[int]) -> List[int]:
    """""" From a list of integers, remove all elements that occur more than once.
    Keep order of elements left the same as in the input.
    >>> remove_duplicates([1, 2, 3, 2, 4])
    [1, 3, 4]
    """"""
",66.66666666666666,100.0,100.0,100.0,66.66666666666666,100.0,0.8282468651805518,0.5457261934446418,0.5571613003022299,0.5698125684881012,0.9806414500544205,0.4256362239263959,0.5047619047619049,0.4194528875379939
HumanEval/27,"

def flip_case(string: str) -> str:
    """""" For a given string, flip lowercase characters to uppercase and uppercase to lowercase.
    >>> flip_case('Hello')
    'hELLO'
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.9366247149284643,0.8313055031116706,0.7786839247708814,0.8291428411113497,0.9885558112646589,0.604363331235578,0.6938775510204082,0.6948051948051948
HumanEval/28,"from typing import List


def concatenate(strings: List[str]) -> str:
    """""" Concatenate list of strings into a single string
    >>> concatenate([])
    ''
    >>> concatenate(['a', 'b', 'c'])
    'abc'
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,0.7142857142857143,0.7142857142857143
HumanEval/29,"from typing import List


def filter_by_prefix(strings: List[str], prefix: str) -> List[str]:
    """""" Filter an input list of strings only for ones that start with a given prefix.
    >>> filter_by_prefix([], 'a')
    []
    >>> filter_by_prefix(['abc', 'bcd', 'cde', 'array'], 'a')
    ['abc', 'array']
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.9249167628307122,0.7834205020920503,0.8883222306434242,0.8951469309477238,0.9834562463621144,0.716881935601237,0.7142857142857143,0.7142857142857143
HumanEval/30,"

def get_positive(l: list):
    """"""Return only positive numbers in the list.
    >>> get_positive([-1, 2, -4, 5, 6])
    [2, 5, 6]
    >>> get_positive([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    [5, 3, 2, 3, 9, 123, 1]
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.9381691934754921,0.8154866494401377,0.8570850202429149,0.769877978614783,0.9713040706483353,0.5951593453919035,0.6964285714285714,0.6938775510204083
HumanEval/31,"

def is_prime(n):
    """"""Return true if a given number is prime, and false otherwise.
    >>> is_prime(6)
    False
    >>> is_prime(101)
    True
    >>> is_prime(11)
    True
    >>> is_prime(13441)
    True
    >>> is_prime(61)
    True
    >>> is_prime(4)
    False
    >>> is_prime(1)
    False
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.8616698366695233,0.6159258359646992,0.7050861195542046,0.8140992409419114,0.9899890676245509,0.23961136750060724,0.41269841269841273,0.4323809523809525
HumanEval/32,"import math


def poly(xs: list, x: float):
    """"""
    Evaluates polynomial with coefficients xs at point x.
    return xs[0] + xs[1] * x + xs[1] * x^2 + .... xs[n] * x^n
    """"""
    return sum([coeff * math.pow(x, i) for i, coeff in enumerate(xs)])


def find_zero(xs: list):
    """""" xs are coefficients of a polynomial.
    find_zero find x such that poly(x) = 0.
    find_zero returns only only zero point, even if there are many.
    Moreover, find_zero only takes list xs having even number of coefficients
    and largest non zero coefficient as it guarantees
    a solution.
    >>> round(find_zero([1, 2]), 2) # f(x) = 1 + 2x
    -0.5
    >>> round(find_zero([-6, 11, -6, 1]), 2) # (x - 1) * (x - 2) * (x - 3) = -6 + 11x - 6x^2 + x^3
    1.0
    """"""
",71.0,71.0,71.0,0.0,71.0,99.0,0.8399073188446058,0.6241514810463489,0.704450845129377,0.8393356403936478,0.9947482162227566,0.3475703804454314,0.4847775175644028,0.5754527162977867
HumanEval/33,"

def sort_third(l: list):
    """"""This function takes a list l and returns a list l' such that
    l' is identical to l in the indicies that are not divisible by three, while its values at the indicies that are divisible by three are equal
    to the values of the corresponding indicies of l, but sorted.
    >>> sort_third([1, 2, 3])
    [1, 2, 3]
    >>> sort_third([5, 6, 3, 4, 8, 9, 2])
    [2, 6, 3, 4, 8, 9, 5]
    """"""
",100.0,42.85714285714285,100.0,100.0,42.85714285714285,42.85714285714285,0.8822838877239849,0.6860472608449188,0.739124881291548,0.7813893231679947,0.9935041541442082,0.37229740333753264,0.5612244897959183,0.5684523809523809
HumanEval/34,"

def unique(l: list):
    """"""Return sorted unique elements in a list
    >>> unique([5, 3, 5, 2, 3, 3, 9, 0, 123])
    [0, 2, 3, 5, 9, 123]
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.9539966665708783,0.8453128628879464,0.8736111111111111,0.9287728102643369,0.9713479908620938,0.34800205356378877,0.6666666666666666,0.7142857142857143
HumanEval/35,"

def max_element(l: list):
    """"""Return maximum element in the list.
    >>> max_element([1, 2, 3])
    3
    >>> max_element([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    123
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.9577777777777777,0.8782178217821782,0.9,0.9261194647629691,0.9786301369863015,0.8554455445544555,0.6904761904761906,0.7142857142857143
HumanEval/36,"

def fizz_buzz(n: int):
    """"""Return the number of times the digit 7 appears in integers less than n which are divisible by 11 or 13.
    >>> fizz_buzz(50)
    0
    >>> fizz_buzz(78)
    2
    >>> fizz_buzz(79)
    3
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.9409513566986816,0.8180372080151953,0.8811659786175505,0.8982941467053402,0.9971217867745716,0.5524280179624901,0.605911330049261,0.6655052264808362
HumanEval/37,"

def sort_even(l: list):
    """"""This function takes a list l and returns a list l' such that
    l' is identical to l in the odd indicies, while its values at the even indicies are equal
    to the values of the even indicies of l, but sorted.
    >>> sort_even([1, 2, 3])
    [1, 2, 3]
    >>> sort_even([5, 6, 3, 4])
    [3, 6, 5, 4]
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.753888951001842,0.47629128039275814,0.546002833644045,0.5802507848668768,0.982405489111582,0.2244183189300027,0.5439560439560439,0.6103896103896104
HumanEval/38,"

def encode_cyclic(s: str):
    """"""
    returns encoded string by cycling groups of three characters.
    """"""
    # split string to groups. Each of length 3.
    groups = [s[(3 * i):min((3 * i + 3), len(s))] for i in range((len(s) + 2) // 3)]
    # cycle elements in each group. Unless group has fewer elements than 3.
    groups = [(group[1:] + group[0]) if len(group) == 3 else group for group in groups]
    return """".join(groups)


def decode_cyclic(s: str):
    """"""
    takes as input string encoded with encode_cyclic function. Returns decoded string.
    """"""
",0.0,0.0,0.0,0.0,0.0,0.0,0.9786468828543263,0.9255289534884431,0.899470870410562,0.9638451195155968,0.9983780872198619,0.2728717851451303,0.710801393728223,0.7123552123552123
HumanEval/39,"

def prime_fib(n: int):
    """"""
    prime_fib returns n-th number that is a Fibonacci number and it's also prime.
    >>> prime_fib(1)
    2
    >>> prime_fib(2)
    3
    >>> prime_fib(3)
    5
    >>> prime_fib(4)
    13
    >>> prime_fib(5)
    89
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.7367959028493336,0.41748205428115953,0.5536124739698366,0.43383678256815605,0.986723126854268,0.25511562793551235,0.38095238095238093,0.5226480836236934
HumanEval/40,"

def triples_sum_to_zero(l: list):
    """"""
    triples_sum_to_zero takes a list of integers as an input.
    it returns True if there are three distinct elements in the list that
    sum to zero, and False otherwise.

    >>> triples_sum_to_zero([1, 3, 5, 0])
    False
    >>> triples_sum_to_zero([1, 3, -2, 1])
    True
    >>> triples_sum_to_zero([1, 2, 3, 7])
    False
    >>> triples_sum_to_zero([2, 4, -5, 3, 9, 7])
    True
    >>> triples_sum_to_zero([1])
    False
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.8866870325834636,0.6816976127320954,0.7042448979591838,0.7613138011663589,0.9869918699186991,0.5575596816976127,0.7142857142857143,0.7142857142857143
HumanEval/41,"

def car_race_collision(n: int):
    """"""
    Imagine a road that's a perfectly straight infinitely long line.
    n cars are driving left to right;  simultaneously, a different set of n cars
    are driving right to left.   The two sets of cars start out being very far from
    each other.  All cars move in the same speed.  Two cars are said to collide
    when a car that's moving left to right hits a car that's moving right to left.
    However, the cars are infinitely sturdy and strong; as a result, they continue moving
    in their trajectory as if they did not collide.

    This function outputs the number of such collisions.
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.8535628394545067,0.6555555555555556,0.7566969677608615,0.8941616119937406,0.9968757373756107,0.4772128060263654,0.7142857142857143,0.7142857142857143
HumanEval/42,"

def incr_list(l: list):
    """"""Return list with elements incremented by 1.
    >>> incr_list([1, 2, 3])
    [2, 3, 4]
    >>> incr_list([5, 3, 5, 2, 3, 3, 9, 0, 123])
    [6, 4, 6, 3, 4, 4, 10, 1, 124]
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.7926544766708701,0.42168674698795183,0.6237237237237239,0.8261385323028703,0.8931282553004689,0.4939759036144579,0.7142857142857143,0.7142857142857143
HumanEval/43,"

def pairs_sum_to_zero(l):
    """"""
    pairs_sum_to_zero takes a list of integers as an input.
    it returns True if there are two distinct elements in the list that
    sum to zero, and False otherwise.
    >>> pairs_sum_to_zero([1, 3, 5, 0])
    False
    >>> pairs_sum_to_zero([1, 3, -2, 1])
    False
    >>> pairs_sum_to_zero([1, 2, 3, 7])
    False
    >>> pairs_sum_to_zero([2, 4, -5, 3, 5, 7])
    True
    >>> pairs_sum_to_zero([1])
    False
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.8928966647807229,0.6829256360078277,0.6797309479231677,0.7990891015345111,0.9824147209443626,0.5478147423352902,0.7142857142857143,0.7142857142857143
HumanEval/44,"

def change_base(x: int, base: int):
    """"""Change numerical base of input number x to base.
    return string representation after the conversion.
    base numbers are less than 10.
    >>> change_base(8, 3)
    '22'
    >>> change_base(8, 2)
    '1000'
    >>> change_base(7, 2)
    '111'
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.773133495590711,0.5073799017709838,0.5107917702696115,0.6990003294235428,0.9508084391921875,0.4791493727372999,0.5142857142857142,0.5047619047619047
HumanEval/45,"

def triangle_area(a, h):
    """"""Given length of a side and high return area for a triangle.
    >>> triangle_area(5, 3)
    7.5
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.9768683594210408,0.921947631121671,0.9227513227513228,0.9511814974315914,0.9950761256883706,0.6800829816660166,0.7023809523809523,0.6904761904761906
HumanEval/46,"

def fib4(n: int):
    """"""The Fib4 number sequence is a sequence similar to the Fibbonacci sequnece that's defined as follows:
    fib4(0) -> 0
    fib4(1) -> 0
    fib4(2) -> 2
    fib4(3) -> 0
    fib4(n) -> fib4(n-1) + fib4(n-2) + fib4(n-3) + fib4(n-4).
    Please write a function to efficiently compute the n-th element of the fib4 number sequence.  Do not use recursion.
    >>> fib4(5)
    4
    >>> fib4(6)
    8
    >>> fib4(7)
    14
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.9621859199220145,0.8568414186427764,0.9533333333333334,0.8756673181102318,0.9951544571459913,0.39656180008774156,0.2761904761904762,0.6776556776556777
HumanEval/47,"

def median(l: list):
    """"""Return median of elements in the list l.
    >>> median([3, 1, 2, 4, 5])
    3
    >>> median([-10, 4, 6, 1000, 10, 20])
    15.0
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.9323896493817225,0.7647493035743688,0.829179787074524,0.7106980968668687,0.9842399794823352,0.44434689343305533,0.6964285714285714,0.7057142857142856
HumanEval/48,"

def is_palindrome(text: str):
    """"""
    Checks if given string is a palindrome
    >>> is_palindrome('')
    True
    >>> is_palindrome('aba')
    True
    >>> is_palindrome('aaaaa')
    True
    >>> is_palindrome('zbcd')
    False
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.7142857142857143
HumanEval/49,"

def modp(n: int, p: int):
    """"""Return 2^n modulo p (be aware of numerics).
    >>> modp(3, 5)
    3
    >>> modp(1101, 101)
    2
    >>> modp(0, 101)
    1
    >>> modp(3, 11)
    8
    >>> modp(100, 101)
    1
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.9517635513278435,0.8481943603203446,0.9220699300699302,0.9052734218310041,0.9875810483863482,0.6076357762971936,0.7142857142857143,0.7142857142857143
HumanEval/50,"

def encode_shift(s: str):
    """"""
    returns encoded string by shifting every character by 5 in the alphabet.
    """"""
    return """".join([chr(((ord(ch) + 5 - ord(""a"")) % 26) + ord(""a"")) for ch in s])


def decode_shift(s: str):
    """"""
    takes as input string encoded with encode_shift function. Returns decoded string.
    """"""
",0.0,0.0,0.0,0.0,0.0,0.0,0.9859154929577464,0.9541284403669724,0.9428571428571428,0.9668956727375468,0.9986143187066976,0.8559633027522935,0.7142857142857143,0.7142857142857143
HumanEval/51,"

def remove_vowels(text):
    """"""
    remove_vowels is a function that takes string and returns string without vowels.
    >>> remove_vowels('')
    ''
    >>> remove_vowels(""abcdef\nghijklm"")
    'bcdf\nghjklm'
    >>> remove_vowels('abcdef')
    'bcdf'
    >>> remove_vowels('aaaaa')
    ''
    >>> remove_vowels('aaBAA')
    'B'
    >>> remove_vowels('zbcd')
    'zbcd'
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.9175715566811343,0.7652173913043477,0.8648717948717948,0.8766865203470087,0.9877358490566038,0.7386727688787185,0.7142857142857143,0.7142857142857143
HumanEval/52,"

def below_threshold(l: list, t: int):
    """"""Return True if all numbers in the list l are below threshold t.
    >>> below_threshold([1, 2, 4, 10], 100)
    True
    >>> below_threshold([1, 20, 4, 10], 5)
    False
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.8803266504620746,0.6618344379964259,0.7483333333333333,0.8184251771103549,0.9745744327285275,0.6623366463265221,0.7142857142857143,0.7142857142857143
HumanEval/53,"

def add(x: int, y: int):
    """"""Add two numbers x and y
    >>> add(2, 3)
    5
    >>> add(5, 7)
    12
    """"""
",100.0,100.0,100.0,100.0,100.0,100.0,0.9978596297390702,0.9915681440861297,0.992,1.0,0.9992779783393502,0.80358202948131,0.7142857142857143,0.7142857142857143
HumanEval/54,"

def same_chars(s0: str, s1: str):
    """"""
    Check if two words have the same characters.
    >>> same_chars('eabcdzzzz', 'dddzzzzzzzddeddabc')
    True
    >>> same_chars('abcd', 'dddddddabc')
    True
    >>> same_chars('dddddddabc', 'abcd')
    True
    >>> same_chars('eabcd', 'dddddddabc')
    False
    >>> same_chars('abcd', 'dddddddabce')
    False
    >>> same_chars('eabcdzzzz', 'dddzzzzzzzddddabc')
    False
    """"""
",100.0,100.0,57.14285714285714,57.14285714285714,57.14285714285714,57.14285714285714,0.8189883304152821,0.528891360296573,0.6840350877192982,0.5669112381162978,0.9609933749554882,0.35205671527957766,0.6785714285714286,0.7142857142857143
