task_id,prompt,sequence_similarity,edit_distance_score,jaccard_similarity,cosine_similarity_score,sorensen_dice_coefficient,hamming_distance_score,UnifiedDiff,TreeDiff,pass_rate_0,pass_rate_1,pass_rate_2,pass_rate_3,pass_rate_4,pass_rate_5
HumanEval/10,"

def is_palindrome(string: str) -> bool:
    """""" Test if given string is a palindrome """"""
    return string == string[::-1]


def make_palindrome(string: str) -> str:
    """""" Find the shortest palindrome that begins with a supplied string.
    Algorithm idea is simple:
    - Find the longest postfix of supplied string that is a palindrome.
    - Append to the end of the string reverse of a string prefix that comes before the palindromic suffix.
    >>> make_palindrome('')
    ''
    >>> make_palindrome('cat')
    'catac'
    >>> make_palindrome('cata')
    'catac'
    """"""
",0.7522809358734222,0.44245587965255667,0.4818181818181818,0.6775014000392934,0.976229179950894,0.22416538850232043,0.37168141592920356,0.3932980599647266,80.0,20.0,100.0,0.0,20.0,0.0
HumanEval/11,"from typing import List


def string_xor(a: str, b: str) -> str:
    """""" Input are two strings a and b consisting only of 1s and 0s.
    Perform binary XOR on these inputs and return result also as a string.
    >>> string_xor('010', '110')
    '100'
    """"""
",0.9466763598832559,0.8628019323671499,0.8512940543449018,0.9003286182739195,0.9948681864813167,0.7869565217391303,0.5535714285714286,0.5753968253968254,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/12,"from typing import List, Optional


def longest(strings: List[str]) -> Optional[str]:
    """""" Out of list of strings, return the longest one. Return the first one in case of multiple
    strings of the same length. Return None in case the input list is empty.
    >>> longest([])

    >>> longest(['a', 'b', 'c'])
    'a'
    >>> longest(['a', 'bb', 'ccc'])
    'ccc'
    """"""
",0.8694036569064755,0.6259786476868328,0.7389968565481502,0.8215871184010313,0.9838403154083007,0.3341637010676156,0.3054187192118227,0.2585034013605442,100.0,100.0,100.0,33.33333333333333,33.33333333333333,33.33333333333333
HumanEval/13,"

def greatest_common_divisor(a: int, b: int) -> int:
    """""" Return a greatest common divisor of two integers a and b
    >>> greatest_common_divisor(3, 5)
    1
    >>> greatest_common_divisor(25, 15)
    5
    """"""
",0.9819572209352018,0.9375230175230176,0.925,0.9711238467362747,0.9984541019592058,0.2516899316899317,0.6666666666666666,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/14,"from typing import List


def all_prefixes(string: str) -> List[str]:
    """""" Return list of all prefixes from shortest to longest of the input string
    >>> all_prefixes('abc')
    ['a', 'ab', 'abc']
    """"""
",0.9813978787680158,0.9365337859693476,0.9326364692218352,0.9933857428836868,0.9993055534624368,0.8555344524033476,0.5844155844155844,0.6571428571428573,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/15,"

def string_sequence(n: int) -> str:
    """""" Return a string containing space-delimited numbers starting from 0 upto n inclusive.
    >>> string_sequence(0)
    '0'
    >>> string_sequence(5)
    '0 1 2 3 4 5'
    """"""
",0.9146715996215485,0.753064318059713,0.8232086047568551,0.8847738148032847,0.9903393729256902,0.35311036917645255,0.6616541353383459,0.680672268907563,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/16,"

def count_distinct_characters(string: str) -> int:
    """""" Given a string, find out how many distinct characters (regardless of case) does it consist of
    >>> count_distinct_characters('xyzXYZ')
    3
    >>> count_distinct_characters('Jerry')
    4
    """"""
",0.8951137371628406,0.7196736003720714,0.7516239316239316,0.8399913668308218,0.9862887615730843,0.5777396197895471,0.7053571428571429,0.7023809523809523,100.0,100.0,100.0,0.0,100.0,100.0
HumanEval/17,"from typing import List


def parse_music(music_string: str) -> List[int]:
    """""" Input to this function is a string representing musical notes in a special ASCII format.
    Your task is to parse this string and return list of integers corresponding to how many beats does each
    not last.

    Here is a legend:
    'o' - whole note, lasts four beats
    'o|' - half note, lasts two beats
    '.|' - quater note, lasts one beat

    >>> parse_music('o o| .| o| o| .| .| .| .| o o')
    [4, 2, 1, 2, 2, 1, 1, 1, 1, 4, 4]
    """"""
",0.691213479254711,0.2887608069164265,0.4261771741771742,0.3775157751562242,0.9748892171344166,0.28126801152737757,0.5555555555555556,0.5844155844155844,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/18,"

def how_many_times(string: str, substring: str) -> int:
    """""" Find how many times a given substring can be found in the original string. Count overlaping cases.
    >>> how_many_times('', 'a')
    0
    >>> how_many_times('aaa', 'a')
    3
    >>> how_many_times('aaaa', 'aa')
    3
    """"""
",0.8490823131603035,0.577719549776701,0.6027622105662033,0.7806302363272384,0.9828455447373065,0.2271425981773537,0.4945054945054945,0.5506493506493506,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/19,"from typing import List


def sort_numbers(numbers: str) -> str:
    """""" Input is a space-delimited string of numberals from 'zero' to 'nine'.
    Valid choices are 'zero', 'one', 'two', 'three', 'four', 'five', 'six', 'seven', 'eight' and 'nine'.
    Return the string with numbers sorted from smallest to largest
    >>> sort_numbers('three one five')
    'one three five'
    """"""
",0.8571130264229712,0.6023400121022149,0.7018160309267462,0.46519080716723343,0.9927420868019452,0.19221850135492186,0.48496240601503754,0.5124716553287982,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/20,"from typing import List, Tuple


def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    """""" From a supplied list of numbers (of length at least two) select and return two that are the closest to each
    other and return them in order (smaller number, larger number).
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.2])
    (2.0, 2.2)
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.0])
    (2.0, 2.0)
    """"""
",0.8246037780804236,0.6121190152731366,0.659331376386171,0.7854140516495869,0.9799795310680984,0.3385789796524038,0.0,0.0,100.0,100.0,100.0,100.0,0.0,80.0
HumanEval/21,"from typing import List


def rescale_to_unit(numbers: List[float]) -> List[float]:
    """""" Given list of numbers (of at least two elements), apply a linear transform to that list,
    such that the smallest number will become 0 and the largest will become 1
    >>> rescale_to_unit([1.0, 2.0, 3.0, 4.0, 5.0])
    [0.0, 0.25, 0.5, 0.75, 1.0]
    """"""
",0.9587074847767534,0.8789638932496076,0.9100806451612904,0.9366669108758978,0.9963017630176303,0.271323914181057,0.6149068322981367,0.6273291925465838,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/22,"from typing import List, Any


def filter_integers(values: List[Any]) -> List[int]:
    """""" Filter given list of any python values only for integers
    >>> filter_integers(['a', 3.14, 5])
    [5]
    >>> filter_integers([1, 2, 3, 'abc', {}, []])
    [1, 2, 3]
    """"""
",0.9531293763936768,0.8626094069529652,0.8833333333333332,0.8799396315598237,0.989339797979798,0.547959100204499,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/23,"

def strlen(string: str) -> int:
    """""" Return length of given string
    >>> strlen('')
    0
    >>> strlen('abc')
    3
    """"""
",0.8802134168167497,0.6568158670597695,0.7457013574660634,0.8657641550110732,0.9685427441435959,0.5662777331070015,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/24,"

def largest_divisor(n: int) -> int:
    """""" For a given number n, find the largest number that divides n evenly, smaller than n
    >>> largest_divisor(15)
    5
    """"""
",0.897595893221078,0.6823571277434743,0.7569652847262864,0.6959252789798396,0.986330594327389,0.21357967697052466,0.4693877551020408,0.5885714285714286,100.0,100.0,60.0,20.0,100.0,100.0
HumanEval/25,"from typing import List


def factorize(n: int) -> List[int]:
    """""" Return list of prime factors of given integer in the order from smallest to largest.
    Each of the factors should be listed number of times corresponding to how many times it appeares in factorization.
    Input number should be equal to the product of all factors
    >>> factorize(8)
    [2, 2, 2]
    >>> factorize(25)
    [5, 5]
    >>> factorize(70)
    [2, 5, 7]
    """"""
",0.8474539312977394,0.686716049382716,0.6626865671641792,0.6496121997620349,0.9804974304486415,0.38175308641975303,0.6785714285714286,0.7142857142857143,0.0,100.0,0.0,0.0,100.0,100.0
HumanEval/26,"from typing import List


def remove_duplicates(numbers: List[int]) -> List[int]:
    """""" From a list of integers, remove all elements that occur more than once.
    Keep order of elements left the same as in the input.
    >>> remove_duplicates([1, 2, 3, 2, 4])
    [1, 3, 4]
    """"""
",0.8952021014553392,0.7245941662827051,0.7151577612176947,0.7907607568799154,0.9815233934534483,0.4213587383050064,0.6103896103896105,0.6571428571428571,100.0,100.0,66.66666666666666,66.66666666666666,66.66666666666666,100.0
HumanEval/27,"

def flip_case(string: str) -> str:
    """""" For a given string, flip lowercase characters to uppercase and uppercase to lowercase.
    >>> flip_case('Hello')
    'hELLO'
    """"""
",0.9677181601715354,0.8921313739807033,0.9213225371120108,0.9242773500477239,0.9981984798173158,0.3925650998172907,0.6326530612244898,0.6233766233766234,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/28,"from typing import List


def concatenate(strings: List[str]) -> str:
    """""" Concatenate list of strings into a single string
    >>> concatenate([])
    ''
    >>> concatenate(['a', 'b', 'c'])
    'abc'
    """"""
",0.9564679048550015,0.8766584362139918,0.9161290322580644,0.9621823853327994,0.9945031712473572,0.8897119341563787,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/29,"from typing import List


def filter_by_prefix(strings: List[str], prefix: str) -> List[str]:
    """""" Filter an input list of strings only for ones that start with a given prefix.
    >>> filter_by_prefix([], 'a')
    []
    >>> filter_by_prefix(['abc', 'bcd', 'cde', 'array'], 'a')
    ['abc', 'array']
    """"""
",0.8188773570267138,0.4795144431421431,0.611906976744186,0.7899549093632616,0.9678561580115279,0.24933024501869738,0.699248120300752,0.7063492063492064,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/30,"

def get_positive(l: list):
    """"""Return only positive numbers in the list.
    >>> get_positive([-1, 2, -4, 5, 6])
    [2, 5, 6]
    >>> get_positive([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    [5, 3, 2, 3, 9, 123, 1]
    """"""
",0.9403141361256544,0.8614814814814814,0.8697674418604651,0.9149111796244638,0.9731092436974791,0.8400000000000001,0.7053571428571429,0.680672268907563,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/31,"

def is_prime(n):
    """"""Return true if a given number is prime, and false otherwise.
    >>> is_prime(6)
    False
    >>> is_prime(101)
    True
    >>> is_prime(11)
    True
    >>> is_prime(13441)
    True
    >>> is_prime(61)
    True
    >>> is_prime(4)
    False
    >>> is_prime(1)
    False
    """"""
",0.9124624448534521,0.7323232323232324,0.7857142857142858,0.9195490871769095,0.993615402614253,0.25303030303030305,0.5595238095238095,0.5942857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/32,"import math


def poly(xs: list, x: float):
    """"""
    Evaluates polynomial with coefficients xs at point x.
    return xs[0] + xs[1] * x + xs[1] * x^2 + .... xs[n] * x^n
    """"""
    return sum([coeff * math.pow(x, i) for i, coeff in enumerate(xs)])


def find_zero(xs: list):
    """""" xs are coefficients of a polynomial.
    find_zero find x such that poly(x) = 0.
    find_zero returns only only zero point, even if there are many.
    Moreover, find_zero only takes list xs having even number of coefficients
    and largest non zero coefficient as it guarantees
    a solution.
    >>> round(find_zero([1, 2]), 2) # f(x) = 1 + 2x
    -0.5
    >>> round(find_zero([-6, 11, -6, 1]), 2) # (x - 1) * (x - 2) * (x - 3) = -6 + 11x - 6x^2 + x^3
    1.0
    """"""
",0.8259177125370474,0.5546544455599752,0.5980579568872225,0.7700298084869355,0.977338196959229,0.4594407562631506,0.6504559270516718,0.6753246753246753,0.0,0.0,4.0,0.0,0.0,0.0
HumanEval/33,"

def sort_third(l: list):
    """"""This function takes a list l and returns a list l' such that
    l' is identical to l in the indicies that are not divisible by three, while its values at the indicies that are divisible by three are equal
    to the values of the corresponding indicies of l, but sorted.
    >>> sort_third([1, 2, 3])
    [1, 2, 3]
    >>> sort_third([5, 6, 3, 4, 8, 9, 2])
    [2, 6, 3, 4, 8, 9, 5]
    """"""
",0.7900449742653466,0.5048270435493146,0.7104257595207532,0.5495654896871911,0.9822360811643677,0.3375450170989317,0.39732142857142855,0.4215456674473068,100.0,100.0,42.85714285714285,0.0,0.0,0.0
HumanEval/34,"

def unique(l: list):
    """"""Return sorted unique elements in a list
    >>> unique([5, 3, 5, 2, 3, 3, 9, 0, 123])
    [0, 2, 3, 5, 9, 123]
    """"""
",0.8869317443473299,0.6297334126776504,0.75675,0.9236941353694318,0.9411084639114247,0.5158614438685274,0.6607142857142857,0.6571428571428571,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/35,"

def max_element(l: list):
    """"""Return maximum element in the list.
    >>> max_element([1, 2, 3])
    3
    >>> max_element([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    123
    """"""
",0.9510903426791277,0.8686192468619247,0.8918918918918919,0.9471655282564073,0.9807339449541285,0.892887029288703,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/36,"

def fizz_buzz(n: int):
    """"""Return the number of times the digit 7 appears in integers less than n which are divisible by 11 or 13.
    >>> fizz_buzz(50)
    0
    >>> fizz_buzz(78)
    2
    >>> fizz_buzz(79)
    3
    """"""
",0.8694990221317648,0.6267197984931483,0.7670219647178712,0.7454817993804106,0.9956603741457647,0.3954796658526454,0.0,0.0,0.0,12.5,12.5,100.0,12.5,12.5
HumanEval/37,"

def sort_even(l: list):
    """"""This function takes a list l and returns a list l' such that
    l' is identical to l in the odd indicies, while its values at the even indicies are equal
    to the values of the even indicies of l, but sorted.
    >>> sort_even([1, 2, 3])
    [1, 2, 3]
    >>> sort_even([5, 6, 3, 4])
    [3, 6, 5, 4]
    """"""
",0.8226994537584205,0.5203504656540933,0.608968253968254,0.4780384038066086,0.9842915936812192,0.3250676855614671,0.46825396825396826,0.5608465608465608,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/38,"

def encode_cyclic(s: str):
    """"""
    returns encoded string by cycling groups of three characters.
    """"""
    # split string to groups. Each of length 3.
    groups = [s[(3 * i):min((3 * i + 3), len(s))] for i in range((len(s) + 2) // 3)]
    # cycle elements in each group. Unless group has fewer elements than 3.
    groups = [(group[1:] + group[0]) if len(group) == 3 else group for group in groups]
    return """".join(groups)


def decode_cyclic(s: str):
    """"""
    takes as input string encoded with encode_cyclic function. Returns decoded string.
    """"""
",0.9105304646479322,0.7052775107619007,0.8032708468002585,0.8922274667644838,0.9941066820558696,0.46587746060935337,0.7037037037037036,0.7142857142857143,0.0,0.0,0.0,100.0,0.0,100.0
HumanEval/39,"

def prime_fib(n: int):
    """"""
    prime_fib returns n-th number that is a Fibonacci number and it's also prime.
    >>> prime_fib(1)
    2
    >>> prime_fib(2)
    3
    >>> prime_fib(3)
    5
    >>> prime_fib(4)
    13
    >>> prime_fib(5)
    89
    """"""
",0.8099213464081927,0.541161191560869,0.6518893280632411,0.7287598263754338,0.9830426775936715,0.45661168089508913,0.49394673123486676,0.5324675324675325,0.0,100.0,0.0,0.0,0.0,0.0
HumanEval/40,"

def triples_sum_to_zero(l: list):
    """"""
    triples_sum_to_zero takes a list of integers as an input.
    it returns True if there are three distinct elements in the list that
    sum to zero, and False otherwise.

    >>> triples_sum_to_zero([1, 3, 5, 0])
    False
    >>> triples_sum_to_zero([1, 3, -2, 1])
    True
    >>> triples_sum_to_zero([1, 2, 3, 7])
    False
    >>> triples_sum_to_zero([2, 4, -5, 3, 9, 7])
    True
    >>> triples_sum_to_zero([1])
    False
    """"""
",0.7660949247519478,0.40720969504451876,0.49162129461584997,0.5831130672115556,0.9620925298733096,0.3672608278647135,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/41,"

def car_race_collision(n: int):
    """"""
    Imagine a road that's a perfectly straight infinitely long line.
    n cars are driving left to right;  simultaneously, a different set of n cars
    are driving right to left.   The two sets of cars start out being very far from
    each other.  All cars move in the same speed.  Two cars are said to collide
    when a car that's moving left to right hits a car that's moving right to left.
    However, the cars are infinitely sturdy and strong; as a result, they continue moving
    in their trajectory as if they did not collide.

    This function outputs the number of such collisions.
    """"""
",0.8593790645921453,0.6278993353881634,0.6504761904761904,0.5813376322412247,0.9598963900306954,0.46970853520921496,0.6428571428571429,0.5844155844155844,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval/42,"

def incr_list(l: list):
    """"""Return list with elements incremented by 1.
    >>> incr_list([1, 2, 3])
    [2, 3, 4]
    >>> incr_list([5, 3, 5, 2, 3, 3, 9, 0, 123])
    [6, 4, 6, 3, 4, 4, 10, 1, 124]
    """"""
",0.9080052548956372,0.7402128086729572,0.7625180757736432,0.789419085370785,0.9594509572022577,0.5906979856789132,0.7047619047619048,0.6785714285714286,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/43,"

def pairs_sum_to_zero(l):
    """"""
    pairs_sum_to_zero takes a list of integers as an input.
    it returns True if there are two distinct elements in the list that
    sum to zero, and False otherwise.
    >>> pairs_sum_to_zero([1, 3, 5, 0])
    False
    >>> pairs_sum_to_zero([1, 3, -2, 1])
    False
    >>> pairs_sum_to_zero([1, 2, 3, 7])
    False
    >>> pairs_sum_to_zero([2, 4, -5, 3, 5, 7])
    True
    >>> pairs_sum_to_zero([1])
    False
    """"""
",0.9191662114831253,0.8015051834130782,0.8049403754857629,0.8249516387596829,0.9871880605386216,0.6245614035087719,0.6038961038961039,0.5844155844155844,100.0,33.33333333333333,100.0,100.0,100.0,100.0
HumanEval/44,"

def change_base(x: int, base: int):
    """"""Change numerical base of input number x to base.
    return string representation after the conversion.
    base numbers are less than 10.
    >>> change_base(8, 3)
    '22'
    >>> change_base(8, 2)
    '1000'
    >>> change_base(7, 2)
    '111'
    """"""
",0.9152387526692412,0.7669859098485237,0.7930807261954802,0.8333956704144991,0.9961491429021028,0.6348330115500419,0.5253456221198156,0.5744047619047619,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/45,"

def triangle_area(a, h):
    """"""Given length of a side and high return area for a triangle.
    >>> triangle_area(5, 3)
    7.5
    """"""
",0.7900139859863187,0.4498464303896874,0.5280624780624781,0.3956512988696476,0.9474197978586307,0.28828442974237506,0.6547619047619048,0.4661654135338345,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/46,"

def fib4(n: int):
    """"""The Fib4 number sequence is a sequence similar to the Fibbonacci sequnece that's defined as follows:
    fib4(0) -> 0
    fib4(1) -> 0
    fib4(2) -> 2
    fib4(3) -> 0
    fib4(n) -> fib4(n-1) + fib4(n-2) + fib4(n-3) + fib4(n-4).
    Please write a function to efficiently compute the n-th element of the fib4 number sequence.  Do not use recursion.
    >>> fib4(5)
    4
    >>> fib4(6)
    8
    >>> fib4(7)
    14
    """"""
",0.7476403170972654,0.3964194373401534,0.5652380952380952,0.19233199044431326,0.9548524465157989,0.1938618925831202,0.32936507936507936,0.411854103343465,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/47,"

def median(l: list):
    """"""Return median of elements in the list l.
    >>> median([3, 1, 2, 4, 5])
    3
    >>> median([-10, 4, 6, 1000, 10, 20])
    15.0
    """"""
",1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval/48,"

def is_palindrome(text: str):
    """"""
    Checks if given string is a palindrome
    >>> is_palindrome('')
    True
    >>> is_palindrome('aba')
    True
    >>> is_palindrome('aaaaa')
    True
    >>> is_palindrome('zbcd')
    False
    """"""
",0.7785226628309488,0.4266725431431314,0.41400491400491396,0.44765184942713016,0.9285599923148355,0.1335689147453853,0.5892857142857143,0.4081632653061224,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/49,"

def modp(n: int, p: int):
    """"""Return 2^n modulo p (be aware of numerics).
    >>> modp(3, 5)
    3
    >>> modp(1101, 101)
    2
    >>> modp(0, 101)
    1
    >>> modp(3, 11)
    8
    >>> modp(100, 101)
    1
    """"""
",0.852510769132276,0.5964758244483015,0.7559296947271046,0.5961562570104014,0.9793537954845993,0.3855650880238036,0.39153439153439157,0.3725490196078431,100.0,100.0,100.0,100.0,100.0,0.0
HumanEval/50,"

def encode_shift(s: str):
    """"""
    returns encoded string by shifting every character by 5 in the alphabet.
    """"""
    return """".join([chr(((ord(ch) + 5 - ord(""a"")) % 26) + ord(""a"")) for ch in s])


def decode_shift(s: str):
    """"""
    takes as input string encoded with encode_shift function. Returns decoded string.
    """"""
",0.9002973604745949,0.6875366053552139,0.8281838316722038,0.8668359498620394,0.9854163027241979,0.36165016014938284,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0
HumanEval/51,"

def remove_vowels(text):
    """"""
    remove_vowels is a function that takes string and returns string without vowels.
    >>> remove_vowels('')
    ''
    >>> remove_vowels(""abcdef\nghijklm"")
    'bcdf\nghjklm'
    >>> remove_vowels('abcdef')
    'bcdf'
    >>> remove_vowels('aaaaa')
    ''
    >>> remove_vowels('aaBAA')
    'B'
    >>> remove_vowels('zbcd')
    'zbcd'
    """"""
",0.6786817842766222,0.21389840780837882,0.31858012526705537,0.2903308871046323,0.9322304040412398,0.15431850425729426,0.6666666666666666,0.6571428571428571,100.0,100.0,100.0,100.0,100.0,0.0
HumanEval/52,"

def below_threshold(l: list, t: int):
    """"""Return True if all numbers in the list l are below threshold t.
    >>> below_threshold([1, 2, 4, 10], 100)
    True
    >>> below_threshold([1, 20, 4, 10], 5)
    False
    """"""
",0.9509933774834437,0.8425531914893618,0.8666666666666668,0.9251392424111403,0.9901907356948229,0.8148936170212766,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/53,"

def add(x: int, y: int):
    """"""Add two numbers x and y
    >>> add(2, 3)
    5
    >>> add(5, 7)
    12
    """"""
",0.9386742656530036,0.8198067814230493,0.8470443349753694,0.8665152802052436,0.9846099132502509,0.4085586701809453,0.7023809523809523,0.7000000000000001,100.0,100.0,100.0,100.0,100.0,100.0
