task_id,prompt,sequence_similarity,edit_distance_score,jaccard_similarity,cosine_similarity_score,sorensen_dice_coefficient,hamming_distance_score,UnifiedDiff,TreeDiff,pass_rate_0,pass_rate_1,pass_rate_2,pass_rate_3,pass_rate_4,pass_rate_5
HumanEval/10,"

def is_palindrome(string: str) -> bool:
    """""" Test if given string is a palindrome """"""
    return string == string[::-1]


def make_palindrome(string: str) -> str:
    """""" Find the shortest palindrome that begins with a supplied string.
    Algorithm idea is simple:
    - Find the longest postfix of supplied string that is a palindrome.
    - Append to the end of the string reverse of a string prefix that comes before the palindromic suffix.
    >>> make_palindrome('')
    ''
    >>> make_palindrome('cat')
    'catac'
    >>> make_palindrome('cata')
    'catac'
    """"""
",0.8097729709505603,0.5616523684136017,0.5244247438297782,0.6942427378682627,0.9745822227562921,0.39190803816642594,0.6785714285714286,0.7067669172932332,0.0,20.0,40.0,0.0,100.0,100.0
HumanEval/11,"from typing import List


def string_xor(a: str, b: str) -> str:
    """""" Input are two strings a and b consisting only of 1s and 0s.
    Perform binary XOR on these inputs and return result also as a string.
    >>> string_xor('010', '110')
    '100'
    """"""
",0.8818380508963319,0.7153799011789825,0.7162468202374223,0.7512468497164828,0.9833225070198328,0.20982741435310953,0.47826086956521735,0.5274725274725274,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/12,"from typing import List, Optional


def longest(strings: List[str]) -> Optional[str]:
    """""" Out of list of strings, return the longest one. Return the first one in case of multiple
    strings of the same length. Return None in case the input list is empty.
    >>> longest([])

    >>> longest(['a', 'b', 'c'])
    'a'
    >>> longest(['a', 'bb', 'ccc'])
    'ccc'
    """"""
",0.8144845690586944,0.5437735849056604,0.6258950726692663,0.7235851040263799,0.9780851463806177,0.21660377358490565,0.39901477832512317,0.4671814671814673,100.0,100.0,100.0,100.0,33.33333333333333,33.33333333333333
HumanEval/13,"

def greatest_common_divisor(a: int, b: int) -> int:
    """""" Return a greatest common divisor of two integers a and b
    >>> greatest_common_divisor(3, 5)
    1
    >>> greatest_common_divisor(25, 15)
    5
    """"""
",0.9564585784846891,0.8554406069976948,0.8898214285714285,0.9172798913658191,0.9958238453276047,0.3774615987655576,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0
HumanEval/14,"from typing import List


def all_prefixes(string: str) -> List[str]:
    """""" Return list of all prefixes from shortest to longest of the input string
    >>> all_prefixes('abc')
    ['a', 'ab', 'abc']
    """"""
",0.9699659771391079,0.8903633680272082,0.9006879299562227,0.9635230031731172,0.9941910000369154,0.5525812508781056,0.6071428571428571,0.5833333333333333,100.0,0.0,100.0,100.0,100.0,100.0
HumanEval/15,"

def string_sequence(n: int) -> str:
    """""" Return a string containing space-delimited numbers starting from 0 upto n inclusive.
    >>> string_sequence(0)
    '0'
    >>> string_sequence(5)
    '0 1 2 3 4 5'
    """"""
",0.7826256971292748,0.4485325463190687,0.49614657210401897,0.6156551938389722,0.9644913346635955,0.4298278406296114,0.556390977443609,0.638655462184874,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/16,"

def count_distinct_characters(string: str) -> int:
    """""" Given a string, find out how many distinct characters (regardless of case) does it consist of
    >>> count_distinct_characters('xyzXYZ')
    3
    >>> count_distinct_characters('Jerry')
    4
    """"""
",0.9800348852810948,0.9348484848484848,0.9280193236714975,0.958806622655163,0.9984732824427482,0.8384848484848485,0.6964285714285714,0.7142857142857143,100.0,100.0,100.0,80.0,100.0,100.0
HumanEval/17,"from typing import List


def parse_music(music_string: str) -> List[int]:
    """""" Input to this function is a string representing musical notes in a special ASCII format.
    Your task is to parse this string and return list of integers corresponding to how many beats does each
    not last.

    Here is a legend:
    'o' - whole note, lasts four beats
    'o|' - half note, lasts two beats
    '.|' - quater note, lasts one beat

    >>> parse_music('o o| .| o| o| .| .| .| .| o o')
    [4, 2, 1, 2, 2, 1, 1, 1, 1, 4, 4]
    """"""
",0.8586769667628058,0.6009564949336251,0.8615035132251775,0.7060128750855208,0.9966513016318018,0.37112097196628463,0.6071428571428571,0.6333333333333334,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/18,"

def how_many_times(string: str, substring: str) -> int:
    """""" Find how many times a given substring can be found in the original string. Count overlaping cases.
    >>> how_many_times('', 'a')
    0
    >>> how_many_times('aaa', 'a')
    3
    >>> how_many_times('aaaa', 'aa')
    3
    """"""
",0.7808729890689811,0.43941191183621386,0.44420227920227917,0.4935758456259364,0.9667695678372255,0.25571286903784296,0.40659340659340654,0.43116883116883115,100.0,100.0,100.0,0.0,100.0,100.0
HumanEval/19,"from typing import List


def sort_numbers(numbers: str) -> str:
    """""" Input is a space-delimited string of numberals from 'zero' to 'nine'.
    Valid choices are 'zero', 'one', 'two', 'three', 'four', 'five', 'six', 'seven', 'eight' and 'nine'.
    Return the string with numbers sorted from smallest to largest
    >>> sort_numbers('three one five')
    'one three five'
    """"""
",0.8382732896734731,0.5809204358079556,0.5888014709305032,0.5338126279982853,0.963342294483702,0.20503363771980682,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0
HumanEval/20,"from typing import List, Tuple


def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    """""" From a supplied list of numbers (of length at least two) select and return two that are the closest to each
    other and return them in order (smaller number, larger number).
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.2])
    (2.0, 2.2)
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.0])
    (2.0, 2.0)
    """"""
",0.8005409028426703,0.5163531538386469,0.5156849505267227,0.5501800443649771,0.9732572509847313,0.3241830571168097,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0
HumanEval/21,"from typing import List


def rescale_to_unit(numbers: List[float]) -> List[float]:
    """""" Given list of numbers (of at least two elements), apply a linear transform to that list,
    such that the smallest number will become 0 and the largest will become 1
    >>> rescale_to_unit([1.0, 2.0, 3.0, 4.0, 5.0])
    [0.0, 0.25, 0.5, 0.75, 1.0]
    """"""
",0.9343801721541034,0.7931186381619904,0.8719373219373221,0.8777782455913993,0.995744539732972,0.2103763985016272,0.6642857142857143,0.6830357142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/22,"from typing import List, Any


def filter_integers(values: List[Any]) -> List[int]:
    """""" Filter given list of any python values only for integers
    >>> filter_integers(['a', 3.14, 5])
    [5]
    >>> filter_integers([1, 2, 3, 'abc', {}, []])
    [1, 2, 3]
    """"""
",0.9784587108173394,0.9315615212527965,0.9282051282051282,0.8344940442974759,0.99525880271643,0.4061029082774049,0.7067669172932332,0.7058823529411765,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/23,"

def strlen(string: str) -> int:
    """""" Return length of given string
    >>> strlen('')
    0
    >>> strlen('abc')
    3
    """"""
",0.8941386436937396,0.6783313861348141,0.7333700946604174,0.8468845325571117,0.9727677552699688,0.37606397884065246,0.7023809523809523,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/24,"

def largest_divisor(n: int) -> int:
    """""" For a given number n, find the largest number that divides n evenly, smaller than n
    >>> largest_divisor(15)
    5
    """"""
",0.917001209503286,0.7612116853756018,0.7691943257923324,0.7401231706917754,0.9878105682831653,0.4117021223293166,0.6054421768707483,0.6373626373626374,100.0,60.0,100.0,100.0,100.0,100.0
HumanEval/25,"from typing import List


def factorize(n: int) -> List[int]:
    """""" Return list of prime factors of given integer in the order from smallest to largest.
    Each of the factors should be listed number of times corresponding to how many times it appeares in factorization.
    Input number should be equal to the product of all factors
    >>> factorize(8)
    [2, 2, 2]
    >>> factorize(25)
    [5, 5]
    >>> factorize(70)
    [2, 5, 7]
    """"""
",0.941361636799275,0.8085403174303826,0.8124863845831587,0.6487918773117579,0.9935883620689655,0.3857926401527004,0.6688311688311688,0.6904761904761905,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/26,"from typing import List


def remove_duplicates(numbers: List[int]) -> List[int]:
    """""" From a list of integers, remove all elements that occur more than once.
    Keep order of elements left the same as in the input.
    >>> remove_duplicates([1, 2, 3, 2, 4])
    [1, 3, 4]
    """"""
",0.8242549487458065,0.5615045847862585,0.5719960513786583,0.6694580339048815,0.972102449937824,0.2543006586594343,0.0,0.0,100.0,0.0,66.66666666666666,100.0,66.66666666666666,66.66666666666666
HumanEval/27,"

def flip_case(string: str) -> str:
    """""" For a given string, flip lowercase characters to uppercase and uppercase to lowercase.
    >>> flip_case('Hello')
    'hELLO'
    """"""
",0.9131671447108498,0.7327724325386734,0.7246790757381257,0.7900343112985772,0.9890222109527563,0.2738164168858013,0.54421768707483,0.5194805194805195,100.0,100.0,100.0,100.0,100.0,0.0
HumanEval/28,"from typing import List


def concatenate(strings: List[str]) -> str:
    """""" Concatenate list of strings into a single string
    >>> concatenate([])
    ''
    >>> concatenate(['a', 'b', 'c'])
    'abc'
    """"""
",0.9146007326706197,0.7585369743088004,0.832258064516129,0.9243647706655986,0.9889125799573562,0.7182490763990408,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/29,"from typing import List


def filter_by_prefix(strings: List[str], prefix: str) -> List[str]:
    """""" Filter an input list of strings only for ones that start with a given prefix.
    >>> filter_by_prefix([], 'a')
    []
    >>> filter_by_prefix(['abc', 'bcd', 'cde', 'array'], 'a')
    ['abc', 'array']
    """"""
",0.9100362184847951,0.7495315192012795,0.7957646229739254,0.870639789548141,0.9839227264443229,0.45521357416280567,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/30,"

def get_positive(l: list):
    """"""Return only positive numbers in the list.
    >>> get_positive([-1, 2, -4, 5, 6])
    [2, 5, 6]
    >>> get_positive([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    [5, 3, 2, 3, 9, 123, 1]
    """"""
",0.9570879111085617,0.8588863393598924,0.9272727272727274,0.9470512266015929,0.9803652968036529,0.6294931162717095,0.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0
HumanEval/31,"

def is_prime(n):
    """"""Return true if a given number is prime, and false otherwise.
    >>> is_prime(6)
    False
    >>> is_prime(101)
    True
    >>> is_prime(11)
    True
    >>> is_prime(13441)
    True
    >>> is_prime(61)
    True
    >>> is_prime(4)
    False
    >>> is_prime(1)
    False
    """"""
",0.8607804844499602,0.6173666007905139,0.6604956712830139,0.8252574252721192,0.9844672449902747,0.33520256916996044,0.5204081632653061,0.5662337662337663,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/32,"import math


def poly(xs: list, x: float):
    """"""
    Evaluates polynomial with coefficients xs at point x.
    return xs[0] + xs[1] * x + xs[1] * x^2 + .... xs[n] * x^n
    """"""
    return sum([coeff * math.pow(x, i) for i, coeff in enumerate(xs)])


def find_zero(xs: list):
    """""" xs are coefficients of a polynomial.
    find_zero find x such that poly(x) = 0.
    find_zero returns only only zero point, even if there are many.
    Moreover, find_zero only takes list xs having even number of coefficients
    and largest non zero coefficient as it guarantees
    a solution.
    >>> round(find_zero([1, 2]), 2) # f(x) = 1 + 2x
    -0.5
    >>> round(find_zero([-6, 11, -6, 1]), 2) # (x - 1) * (x - 2) * (x - 3) = -6 + 11x - 6x^2 + x^3
    1.0
    """"""
",0.7486312430846114,0.43441354305183316,0.41120439448755136,0.6842331914701955,0.9443291452131378,0.22192781423174104,0.0,0.0,30.0,3.0,0.0,0.0,0.0,0.0
HumanEval/33,"

def sort_third(l: list):
    """"""This function takes a list l and returns a list l' such that
    l' is identical to l in the indicies that are not divisible by three, while its values at the indicies that are divisible by three are equal
    to the values of the corresponding indicies of l, but sorted.
    >>> sort_third([1, 2, 3])
    [1, 2, 3]
    >>> sort_third([5, 6, 3, 4, 8, 9, 2])
    [2, 6, 3, 4, 8, 9, 5]
    """"""
",0.745063749298577,0.4212175940865833,0.6796142938173568,0.5877490009262534,0.9747368307880707,0.3877086406565016,0.0,0.0,42.85714285714285,42.85714285714285,0.0,42.85714285714285,42.85714285714285,57.14285714285714
HumanEval/34,"

def unique(l: list):
    """"""Return sorted unique elements in a list
    >>> unique([5, 3, 5, 2, 3, 3, 9, 0, 123])
    [0, 2, 3, 5, 9, 123]
    """"""
",0.8638601943109286,0.6178199159836755,0.7114357585139318,0.8523975668419504,0.9372543884277427,0.41764853190435025,0.6517857142857143,0.6380952380952382,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/35,"

def max_element(l: list):
    """"""Return maximum element in the list.
    >>> max_element([1, 2, 3])
    3
    >>> max_element([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    123
    """"""
",0.9810037696799467,0.9318234610917537,0.9666666666666668,0.9804016238307819,0.9987730061349694,0.8146341463414635,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/36,"

def fizz_buzz(n: int):
    """"""Return the number of times the digit 7 appears in integers less than n which are divisible by 11 or 13.
    >>> fizz_buzz(50)
    0
    >>> fizz_buzz(78)
    2
    >>> fizz_buzz(79)
    3
    """"""
",0.7607067889082104,0.39051377867031856,0.5678192074848651,0.5396268810029672,0.9615441527096165,0.1964331676073183,0.0,0.0,12.5,100.0,0.0,12.5,0.0,0.0
HumanEval/37,"

def sort_even(l: list):
    """"""This function takes a list l and returns a list l' such that
    l' is identical to l in the odd indicies, while its values at the even indicies are equal
    to the values of the even indicies of l, but sorted.
    >>> sort_even([1, 2, 3])
    [1, 2, 3]
    >>> sort_even([5, 6, 3, 4])
    [3, 6, 5, 4]
    """"""
",0.8159639116581048,0.5184301167782437,0.5677615048770935,0.5244760929823575,0.976326740885991,0.3400687714180834,0.4484126984126983,0.49753694581280783,100.0,100.0,100.0,0.0,100.0,0.0
HumanEval/38,"

def encode_cyclic(s: str):
    """"""
    returns encoded string by cycling groups of three characters.
    """"""
    # split string to groups. Each of length 3.
    groups = [s[(3 * i):min((3 * i + 3), len(s))] for i in range((len(s) + 2) // 3)]
    # cycle elements in each group. Unless group has fewer elements than 3.
    groups = [(group[1:] + group[0]) if len(group) == 3 else group for group in groups]
    return """".join(groups)


def decode_cyclic(s: str):
    """"""
    takes as input string encoded with encode_cyclic function. Returns decoded string.
    """"""
",0.8492860894180628,0.6289374801895666,0.6762443002616991,0.7441827550375631,0.9801399376406417,0.15334215389083483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval/39,"

def prime_fib(n: int):
    """"""
    prime_fib returns n-th number that is a Fibonacci number and it's also prime.
    >>> prime_fib(1)
    2
    >>> prime_fib(2)
    3
    >>> prime_fib(3)
    5
    >>> prime_fib(4)
    13
    >>> prime_fib(5)
    89
    """"""
",0.7613942411330281,0.5183952492674626,0.5829429986717113,0.47699421977032275,0.9800912763791884,0.19587718297431303,0.3583138173302108,0.3957725947521866,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval/40,"

def triples_sum_to_zero(l: list):
    """"""
    triples_sum_to_zero takes a list of integers as an input.
    it returns True if there are three distinct elements in the list that
    sum to zero, and False otherwise.

    >>> triples_sum_to_zero([1, 3, 5, 0])
    False
    >>> triples_sum_to_zero([1, 3, -2, 1])
    True
    >>> triples_sum_to_zero([1, 2, 3, 7])
    False
    >>> triples_sum_to_zero([2, 4, -5, 3, 9, 7])
    True
    >>> triples_sum_to_zero([1])
    False
    """"""
",0.8208210853371851,0.537980253164557,0.6218753781004235,0.7568499192688671,0.9711726464155399,0.4220860759493671,0.6493506493506492,0.6714285714285715,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/41,"

def car_race_collision(n: int):
    """"""
    Imagine a road that's a perfectly straight infinitely long line.
    n cars are driving left to right;  simultaneously, a different set of n cars
    are driving right to left.   The two sets of cars start out being very far from
    each other.  All cars move in the same speed.  Two cars are said to collide
    when a car that's moving left to right hits a car that's moving right to left.
    However, the cars are infinitely sturdy and strong; as a result, they continue moving
    in their trajectory as if they did not collide.

    This function outputs the number of such collisions.
    """"""
",0.8033930308648957,0.45959233818201406,0.573409090909091,0.48745585636560956,0.9458456749045248,0.38641332273639684,0.5178571428571429,0.46218487394957986,0.0,0.0,0.0,0.0,0.0,0.0
HumanEval/42,"

def incr_list(l: list):
    """"""Return list with elements incremented by 1.
    >>> incr_list([1, 2, 3])
    [2, 3, 4]
    >>> incr_list([5, 3, 5, 2, 3, 3, 9, 0, 123])
    [6, 4, 6, 3, 4, 4, 10, 1, 124]
    """"""
",0.9825518400896694,0.9468092691622104,0.9454545454545453,0.8831178229788283,0.996039603960396,0.883957219251337,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/43,"

def pairs_sum_to_zero(l):
    """"""
    pairs_sum_to_zero takes a list of integers as an input.
    it returns True if there are two distinct elements in the list that
    sum to zero, and False otherwise.
    >>> pairs_sum_to_zero([1, 3, 5, 0])
    False
    >>> pairs_sum_to_zero([1, 3, -2, 1])
    False
    >>> pairs_sum_to_zero([1, 2, 3, 7])
    False
    >>> pairs_sum_to_zero([2, 4, -5, 3, 5, 7])
    True
    >>> pairs_sum_to_zero([1])
    False
    """"""
",0.9147866755536948,0.8007639245504864,0.8078795399031946,0.831646913200062,0.9897542093441866,0.4421007189061861,0.6363636363636364,0.6857142857142857,100.0,100.0,100.0,55.55555555555556,100.0,100.0
HumanEval/44,"

def change_base(x: int, base: int):
    """"""Change numerical base of input number x to base.
    return string representation after the conversion.
    base numbers are less than 10.
    >>> change_base(8, 3)
    '22'
    >>> change_base(8, 2)
    '1000'
    >>> change_base(7, 2)
    '111'
    """"""
",0.7299127591147639,0.3564518127690968,0.3857513227513228,0.5132434644243844,0.9586653748622194,0.22987081955423821,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0
HumanEval/45,"

def triangle_area(a, h):
    """"""Given length of a side and high return area for a triangle.
    >>> triangle_area(5, 3)
    7.5
    """"""
",0.9214771237467703,0.754936587667659,0.8435409322365844,0.7592610741989179,0.9898274109838148,0.5364970347931769,0.6904761904761905,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/46,"

def fib4(n: int):
    """"""The Fib4 number sequence is a sequence similar to the Fibbonacci sequnece that's defined as follows:
    fib4(0) -> 0
    fib4(1) -> 0
    fib4(2) -> 2
    fib4(3) -> 0
    fib4(n) -> fib4(n-1) + fib4(n-2) + fib4(n-3) + fib4(n-4).
    Please write a function to efficiently compute the n-th element of the fib4 number sequence.  Do not use recursion.
    >>> fib4(5)
    4
    >>> fib4(6)
    8
    >>> fib4(7)
    14
    """"""
",0.7148216349850007,0.3128369642909355,0.4456223098995696,0.3294625092938853,0.894928343758551,0.2260498594001036,0.413265306122449,0.4460641399416909,100.0,100.0,100.0,100.0,25.0,100.0
HumanEval/47,"

def median(l: list):
    """"""Return median of elements in the list l.
    >>> median([3, 1, 2, 4, 5])
    3
    >>> median([-10, 4, 6, 1000, 10, 20])
    15.0
    """"""
",0.8610538452669203,0.6289906929866362,0.6876225490196078,0.7800896829876891,0.9597084625633261,0.5536151653291612,0.6904761904761905,0.6938775510204083,0.0,0.0,100.0,0.0,100.0,0.0
HumanEval/48,"

def is_palindrome(text: str):
    """"""
    Checks if given string is a palindrome
    >>> is_palindrome('')
    True
    >>> is_palindrome('aba')
    True
    >>> is_palindrome('aaaaa')
    True
    >>> is_palindrome('zbcd')
    False
    """"""
",0.7415730617765666,0.36011218539800643,0.5243101712329159,0.5363368529007606,0.9579405617030948,0.18854369305394128,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/49,"

def modp(n: int, p: int):
    """"""Return 2^n modulo p (be aware of numerics).
    >>> modp(3, 5)
    3
    >>> modp(1101, 101)
    2
    >>> modp(0, 101)
    1
    >>> modp(3, 11)
    8
    >>> modp(100, 101)
    1
    """"""
",0.66967711916505,0.2617643607346124,0.40265629041674983,0.385471686538875,0.9272419172940836,0.35208101077666293,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0
HumanEval/50,"

def encode_shift(s: str):
    """"""
    returns encoded string by shifting every character by 5 in the alphabet.
    """"""
    return """".join([chr(((ord(ch) + 5 - ord(""a"")) % 26) + ord(""a"")) for ch in s])


def decode_shift(s: str):
    """"""
    takes as input string encoded with encode_shift function. Returns decoded string.
    """"""
",0.7896275524409581,0.4363142036096166,0.5778899051685998,0.6427088440386696,0.9680084429071897,0.16486957752430104,0.0,0.0,100.0,0.0,100.0,100.0,100.0,100.0
HumanEval/51,"

def remove_vowels(text):
    """"""
    remove_vowels is a function that takes string and returns string without vowels.
    >>> remove_vowels('')
    ''
    >>> remove_vowels(""abcdef\nghijklm"")
    'bcdf\nghjklm'
    >>> remove_vowels('abcdef')
    'bcdf'
    >>> remove_vowels('aaaaa')
    ''
    >>> remove_vowels('aaBAA')
    'B'
    >>> remove_vowels('zbcd')
    'zbcd'
    """"""
",0.743919527921148,0.36786469344608885,0.4727964568648244,0.565358933224416,0.9553654355223413,0.22029598308668077,0.551948051948052,0.5338345864661654,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/52,"

def below_threshold(l: list, t: int):
    """"""Return True if all numbers in the list l are below threshold t.
    >>> below_threshold([1, 2, 4, 10], 100)
    True
    >>> below_threshold([1, 20, 4, 10], 5)
    False
    """"""
",0.8625178387531001,0.5712765957446809,0.638888888888889,0.7979151755271594,0.9709107193005092,0.4053191489361702,0.7142857142857143,0.7142857142857143,100.0,100.0,100.0,100.0,100.0,100.0
HumanEval/53,"

def add(x: int, y: int):
    """"""Add two numbers x and y
    >>> add(2, 3)
    5
    >>> add(5, 7)
    12
    """"""
",0.9479483609192785,0.8599759738886036,0.8632255300920969,0.8877981208332786,0.9903644929035587,0.5539730222531153,0.7023809523809523,0.7000000000000001,100.0,100.0,100.0,100.0,0.0,100.0
HumanEval/54,"

def same_chars(s0: str, s1: str):
    """"""
    Check if two words have the same characters.
    >>> same_chars('eabcdzzzz', 'dddzzzzzzzddeddabc')
    True
    >>> same_chars('abcd', 'dddddddabc')
    True
    >>> same_chars('dddddddabc', 'abcd')
    True
    >>> same_chars('eabcd', 'dddddddabc')
    False
    >>> same_chars('abcd', 'dddddddabce')
    False
    >>> same_chars('eabcdzzzz', 'dddzzzzzzzddddabc')
    False
    """"""
",0.9927272727272728,0.9719298245614034,0.9333333333333333,0.9857492713482328,0.9946666666666667,0.8385964912280702,0.6964285714285714,0.7142857142857143,57.14285714285714,57.14285714285714,57.14285714285714,57.14285714285714,57.14285714285714,57.14285714285714
